نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
سباقر,نسبت p/m=-718.21*** distance =-90.21,3,0.13,-41.36,3.34,مین حجم ماه=2.87*** مین ارزش ماه =19.36***مین حجم ماه دو=2.03,خرید=0.87*** فروش =0.86
وپويا,نسبت p/m=-16.43*** distance =-93.83,2.36,1.64,-23.81,3.78,مین حجم ماه=6.23*** مین ارزش ماه =1.55***مین حجم ماه دو=2.37,خرید=1.41*** فروش =0.95
بمپنا,نسبت p/m=247.97*** distance =-44.92,1.87,2.16,-26.57,14.65,مین حجم ماه=12.13*** مین ارزش ماه =5.17***مین حجم ماه دو=6.64,خرید=0.49*** فروش =0.73
ولصنم,نسبت p/m=13.40*** distance =-95.51,-0.24,8.44,-14.33,2.32,مین حجم ماه=3.11*** مین ارزش ماه =0.89***مین حجم ماه دو=2.66,خرید=1.28*** فروش =1.24
شجم,نسبت p/m=426.68*** distance =-54.37,1.82,11.36,-21.36,6.88,مین حجم ماه=3.81*** مین ارزش ماه =3.50***مین حجم ماه دو=1.99,خرید=0.48*** فروش =0.61
رتاپ,نسبت p/m=5.17*** distance =-97.44,2.97,1.59,-15.18,4.76,مین حجم ماه=4.60*** مین ارزش ماه =0.89***مین حجم ماه دو=4.67,خرید=0.72*** فروش =0.75
پلوله,نسبت p/m=-225.34*** distance =-40.91,1.38,3.84,-13.73,3.67,مین حجم ماه=3.15*** مین ارزش ماه =1.14***مین حجم ماه دو=1.06,خرید=0.89*** فروش =0.71
شگل,نسبت p/m=186.46*** distance =-40.73,-0.72,4.61,-26.93,6.91,مین حجم ماه=4.16*** مین ارزش ماه =1.25***مین حجم ماه دو=1.51,خرید=0.60*** فروش =0.73
سلار,نسبت p/m=-24.00*** distance =-90.03,-1.48,11.27,-21.56,4.67,مین حجم ماه=2.88*** مین ارزش ماه =0.65***مین حجم ماه دو=3.64,خرید=0.64*** فروش =0.66
شبصير,نسبت p/m=-32.96*** distance =-97.20,1.25,1.64,-32.12,6.79,مین حجم ماه=7.67*** مین ارزش ماه =8.12***مین حجم ماه دو=3.74,خرید=1.04*** فروش =0.87
كازرو,نسبت p/m=345.09*** distance =-48.85,-0.47,40.79,-0.16,2.17,مین حجم ماه=1.77*** مین ارزش ماه =1.23***مین حجم ماه دو=1.54,خرید=0.43*** فروش =0.46
اتكاي,نسبت p/m=-25.12*** distance =-91.68,-1.48,2.77,-16.35,3.08,مین حجم ماه=6.82*** مین ارزش ماه =1.95***مین حجم ماه دو=1.37,خرید=1.81*** فروش =0.79
آينده,نسبت p/m=1.05*** distance =-99.77,1.98,22.77,-2.63,7.14,مین حجم ماه=3.09*** مین ارزش ماه =1.41***مین حجم ماه دو=0.20,خرید=0.29*** فروش =0.29
چنوپا,نسبت p/m=-67.79*** distance =-97.45,2.86,15.07,-18.80,4.60,مین حجم ماه=2.65*** مین ارزش ماه =7.12***مین حجم ماه دو=1.89,خرید=0.53*** فروش =0.53
ومپنا,نسبت p/m=13.49*** distance =-99.15,2.09,8.88,-15.64,2.81,مین حجم ماه=5.61*** مین ارزش ماه =8.53***مین حجم ماه دو=4.01,خرید=1.25*** فروش =1.09
ولملت,نسبت p/m=75.63*** distance =-85.24,2.93,2.95,-10.67,1.31,مین حجم ماه=1.44*** مین ارزش ماه =0.74***مین حجم ماه دو=0.81,خرید=1.16*** فروش =1.11
وپسا,نسبت p/m=-0.45*** distance =-99.69,2.4,13.34,-23.88,11.22,مین حجم ماه=9.31*** مین ارزش ماه =1.26***مین حجم ماه دو=6.74,خرید=0.76*** فروش =0.68
خرينگ,نسبت p/m=-37.57*** distance =-96.58,2.93,7.95,-10.12,6.19,مین حجم ماه=6.03*** مین ارزش ماه =6.43***مین حجم ماه دو=3.41,خرید=0.86*** فروش =0.83
اپال,نسبت p/m=-36.21*** distance =-96.28,0.72,5.63,-9.21,4.15,مین حجم ماه=5.30*** مین ارزش ماه =5.03***مین حجم ماه دو=1.04,خرید=0.68*** فروش =0.43
وبوعلي,نسبت p/m=-94.50*** distance =-47.24,1.66,1.73,-18.89,6.44,مین حجم ماه=6.06*** مین ارزش ماه =1.03***مین حجم ماه دو=4.57,خرید=1.42*** فروش =0.77
وبشهر,نسبت p/m=79.38*** distance =-86.72,0.48,2.35,-33.45,12.03,مین حجم ماه=8.18*** مین ارزش ماه =4.64***مین حجم ماه دو=6.73,خرید=0.64*** فروش =0.65
درهآور,نسبت p/m=138.99*** distance =-84.93,2.92,1.87,-24.83,2.46,مین حجم ماه=2.86*** مین ارزش ماه =2.56***مین حجم ماه دو=2.03,خرید=0.81*** فروش =0.91
پيزد,نسبت p/m=-53.17*** distance =-87.09,0.65,9.40,-21.59,3.68,مین حجم ماه=7.92*** مین ارزش ماه =3.07***مین حجم ماه دو=4.83,خرید=2.31*** فروش =1.62
آواك,نسبت p/m=81.39*** distance =-88.44,0.14,3.95,-13.53,6.15,مین حجم ماه=6.38*** مین ارزش ماه =4.37***مین حجم ماه دو=4.57,خرید=0.76*** فروش =0.96
غگلستا,نسبت p/m=-185.35*** distance =-79.15,0.44,2.70,-39.20,5.71,مین حجم ماه=5.78*** مین ارزش ماه =4.68***مین حجم ماه دو=3.59,خرید=1.09*** فروش =0.96
ريشمك,نسبت p/m=15.17*** distance =-98.03,-2.11,7.28,-10.46,2.37,مین حجم ماه=3.31*** مین ارزش ماه =2.42***مین حجم ماه دو=2.02,خرید=1.13*** فروش =1.45
كزغال,نسبت p/m=22.82*** distance =-92.72,2.97,1.62,-21.25,3.73,مین حجم ماه=3.79*** مین ارزش ماه =1.15***مین حجم ماه دو=4.77,خرید=1.04*** فروش =0.79
جم,نسبت p/m=598.89*** distance =-85.97,-0.46,22.47,-23.23,2.57,مین حجم ماه=2.37*** مین ارزش ماه =9.56***مین حجم ماه دو=1.77,خرید=1.49*** فروش =0.92
ناما,نسبت p/m=453.28*** distance =13.19,-2.99,69.89,-14.08,12.19,مین حجم ماه=4.62*** مین ارزش ماه =1.86***مین حجم ماه دو=0.89,خرید=0.34*** فروش =0.37
ومشان,نسبت p/m=-13.28*** distance =-99.00,-2.93,3.42,-40.08,3.10,مین حجم ماه=3.44*** مین ارزش ماه =3.93***مین حجم ماه دو=1.95,خرید=1.09*** فروش =1.15
چفيبر,نسبت p/m=-53.28*** distance =-87.18,2.99,15.13,-4.32,3.75,مین حجم ماه=5.61*** مین ارزش ماه =2.49***مین حجم ماه دو=2.35,خرید=1.08*** فروش =1.00
خاذين,نسبت p/m=17.27*** distance =-90.45,2.95,7.84,-29.75,10.34,مین حجم ماه=8.34*** مین ارزش ماه =1.40***مین حجم ماه دو=5.51,خرید=0.80*** فروش =0.77
غديس,نسبت p/m=186.76*** distance =-92.89,2.84,0.00,-22.57,1.78,مین حجم ماه=1.87*** مین ارزش ماه =4.59***مین حجم ماه دو=1.19,خرید=0.92*** فروش =0.69
جهرم,نسبت p/m=0.00*** distance =-100.00,1.99,13.99,-12.43,3.38,مین حجم ماه=2.77*** مین ارزش ماه =0.16***مین حجم ماه دو=1.44,خرید=0.76*** فروش =0.76
كباده,نسبت p/m=79.84*** distance =-93.41,2.95,23.94,-21.76,3.22,مین حجم ماه=1.53*** مین ارزش ماه =1.79***مین حجم ماه دو=0.40,خرید=0.48*** فروش =0.47
تاپكيش,نسبت p/m=19.18*** distance =-89.73,2.97,1.94,-35.91,6.14,مین حجم ماه=7.95*** مین ارزش ماه =1.32***مین حجم ماه دو=4.49,خرید=1.35*** فروش =1.31
زگلدشت,نسبت p/m=99.62*** distance =-82.02,2.96,9.72,-17.19,3.31,مین حجم ماه=3.28*** مین ارزش ماه =1.76***مین حجم ماه دو=2.32,خرید=0.72*** فروش =0.66
قشكر,نسبت p/m=8.42*** distance =-96.89,-0.97,18.16,-9.58,3.24,مین حجم ماه=3.54*** مین ارزش ماه =0.94***مین حجم ماه دو=2.48,خرید=0.78*** فروش =0.79
ودي,نسبت p/m=17.34*** distance =-96.28,-0.64,3.79,-27.57,4.41,مین حجم ماه=5.84*** مین ارزش ماه =2.60***مین حجم ماه دو=5.68,خرید=1.85*** فروش =1.51
تكيميا,نسبت p/m=51.49*** distance =-66.17,0.45,2.95,-22.72,12.14,مین حجم ماه=6.13*** مین ارزش ماه =0.90***مین حجم ماه دو=3.22,خرید=0.50*** فروش =0.52
لابسا,نسبت p/m=-17.10*** distance =-95.08,0,9.14,-18.02,1.90,مین حجم ماه=3.25*** مین ارزش ماه =1.08***مین حجم ماه دو=1.73,خرید=0.92*** فروش =1.78
كربن,نسبت p/m=59.21*** distance =-94.70,-1.54,5.77,-14.20,4.04,مین حجم ماه=3.36*** مین ارزش ماه =3.64***مین حجم ماه دو=2.52,خرید=0.61*** فروش =0.57
اخشان,نسبت p/m=52.77*** distance =-94.13,2.98,0.86,-38.95,6.37,مین حجم ماه=3.50*** مین ارزش ماه =2.96***مین حجم ماه دو=1.15,خرید=0.56*** فروش =0.55
شملي,نسبت p/m=51.75*** distance =-89.47,0.4,3.91,-28.53,7.28,مین حجم ماه=6.01*** مین ارزش ماه =2.76***مین حجم ماه دو=3.14,خرید=0.54*** فروش =0.49
وپخش,نسبت p/m=-309.34*** distance =-81.28,2.98,2.33,-30.81,1.70,مین حجم ماه=2.45*** مین ارزش ماه =3.78***مین حجم ماه دو=1.37,خرید=1.12*** فروش =1.02
افق,نسبت p/m=-35.27*** distance =-98.54,2.68,1.78,-18.51,5.60,مین حجم ماه=8.04*** مین ارزش ماه =18.28***مین حجم ماه دو=3.36,خرید=0.72*** فروش =0.71
آلومينا,نسبت p/m=-861.68*** distance =-92.43,3,8.12,-35.43,3.50,مین حجم ماه=3.32*** مین ارزش ماه =35.66***مین حجم ماه دو=4.26,خرید=0.91*** فروش =0.85
كي بي سي,نسبت p/m=-0.50*** distance =-99.82,1.12,4.96,-19.63,3.36,مین حجم ماه=4.62*** مین ارزش ماه =1.19***مین حجم ماه دو=1.17,خرید=1.09*** فروش =0.85
شتوكا,نسبت p/m=987.41*** distance =32.84,2.98,0.00,-18.45,3.42,مین حجم ماه=2.11*** مین ارزش ماه =1.53***مین حجم ماه دو=0.48,خرید=0.53*** فروش =1.41
فن آوا,نسبت p/m=96.80*** distance =-37.40,-2.99,7.00,-18.79,1.54,مین حجم ماه=0.87*** مین ارزش ماه =0.13***مین حجم ماه دو=0.32,خرید=0.45*** فروش =0.76
فنورد,نسبت p/m=-160.10*** distance =-76.60,1.95,5.86,-12.69,2.58,مین حجم ماه=3.09*** مین ارزش ماه =2.03***مین حجم ماه دو=1.28,خرید=1.15*** فروش =0.98
افرا,نسبت p/m=39.16*** distance =-91.97,1.98,4.16,-13.45,2.19,مین حجم ماه=2.81*** مین ارزش ماه =1.32***مین حجم ماه دو=2.24,خرید=1.14*** فروش =1.18
دزاگرس,نسبت p/m=-616.65*** distance =-83.41,0.93,1.69,-34.94,3.54,مین حجم ماه=4.13*** مین ارزش ماه =14.20***مین حجم ماه دو=3.35,خرید=1.13*** فروش =0.82
فمراد,نسبت p/m=135.32*** distance =-88.16,-2.47,7.22,-19.92,1.77,مین حجم ماه=1.47*** مین ارزش ماه =1.58***مین حجم ماه دو=1.08,خرید=0.74*** فروش =0.83
زدشت,نسبت p/m=-59.93*** distance =-98.10,2.88,2.58,-30.75,1.06,مین حجم ماه=0.69*** مین ارزش ماه =2.06***مین حجم ماه دو=0.48,خرید=0.83*** فروش =0.73
شلرد,نسبت p/m=76.04*** distance =-84.60,2.99,4.29,-38.09,7.54,مین حجم ماه=5.32*** مین ارزش ماه =2.43***مین حجم ماه دو=5.95,خرید=0.75*** فروش =0.76
لخزر,نسبت p/m=250.12*** distance =-52.90,0.38,3.27,-15.59,6.85,مین حجم ماه=4.38*** مین ارزش ماه =2.28***مین حجم ماه دو=2.55,خرید=0.61*** فروش =0.53
شدوص,نسبت p/m=-68.99*** distance =-85.51,2.99,3.58,-23.08,2.62,مین حجم ماه=3.38*** مین ارزش ماه =1.56***مین حجم ماه دو=3.23,خرید=1.22*** فروش =0.92
غمهرا,نسبت p/m=66.07*** distance =-93.93,2.94,0.00,-18.06,2.47,مین حجم ماه=2.89*** مین ارزش ماه =3.05***مین حجم ماه دو=1.43,خرید=1.11*** فروش =0.97
سيتا,نسبت p/m=-204.45*** distance =-87.76,0.41,17.46,-19.07,3.11,مین حجم ماه=4.98*** مین ارزش ماه =7.98***مین حجم ماه دو=5.48,خرید=2.05*** فروش =0.87
تكمبا,نسبت p/m=-141.69*** distance =-72.93,2.83,1.10,-20.23,2.47,مین حجم ماه=2.84*** مین ارزش ماه =1.41***مین حجم ماه دو=2.34,خرید=1.20*** فروش =1.06
سيستم,نسبت p/m=1400.72*** distance =-52.95,-1.4,14.09,-13.31,3.98,مین حجم ماه=2.90*** مین ارزش ماه =8.26***مین حجم ماه دو=1.85,خرید=0.66*** فروش =0.74
سخواف,نسبت p/m=-3.12*** distance =-98.12,2.38,3.59,-22.13,7.20,مین حجم ماه=4.61*** مین ارزش ماه =0.72***مین حجم ماه دو=2.28,خرید=0.61*** فروش =0.61
وجامي,نسبت p/m=-77.75*** distance =-50.02,2.98,1.47,-26.85,22.44,مین حجم ماه=19.23*** مین ارزش ماه =2.80***مین حجم ماه دو=7.04,خرید=1.13*** فروش =0.76
ما,نسبت p/m=-19.49*** distance =-90.53,-0.64,34.83,-6.37,4.45,مین حجم ماه=15.07*** مین ارزش ماه =3.09***مین حجم ماه دو=3.64,خرید=3.23*** فروش =2.55
بساما,نسبت p/m=-541.31*** distance =-38.83,2.43,2.04,-11.19,2.44,مین حجم ماه=2.20*** مین ارزش ماه =1.92***مین حجم ماه دو=1.59,خرید=0.91*** فروش =0.89
بموتو,نسبت p/m=-1.44*** distance =-99.20,-0.22,1.47,-14.89,3.15,مین حجم ماه=4.10*** مین ارزش ماه =0.71***مین حجم ماه دو=11.81,خرید=1.46*** فروش =1.80
وامير,نسبت p/m=-3.48*** distance =-98.97,1.44,6.43,-19.66,9.87,مین حجم ماه=9.88*** مین ارزش ماه =3.14***مین حجم ماه دو=4.79,خرید=0.90*** فروش =0.95
شغدير,نسبت p/m=1228.67*** distance =-61.82,3,20.25,-15.48,0.91,مین حجم ماه=1.00*** مین ارزش ماه =3.16***مین حجم ماه دو=0.20,خرید=1.06*** فروش =0.92
سخاش,نسبت p/m=-49.03*** distance =-93.00,1.15,4.22,-10.69,4.25,مین حجم ماه=6.80*** مین ارزش ماه =4.71***مین حجم ماه دو=6.16,خرید=1.09*** فروش =1.13
وحافظ,نسبت p/m=82.04*** distance =-85.85,1.03,8.17,-7.58,2.68,مین حجم ماه=1.74*** مین ارزش ماه =1.01***مین حجم ماه دو=2.40,خرید=0.54*** فروش =0.76
سفانو,نسبت p/m=-127.35*** distance =-96.12,0,2.82,-18.03,0.88,مین حجم ماه=1.00*** مین ارزش ماه =3.17***مین حجم ماه دو=0.81,خرید=1.31*** فروش =1.02
شپديس,نسبت p/m=1871.93*** distance =-93.43,2.99,10.90,-14.05,1.90,مین حجم ماه=3.26*** مین ارزش ماه =92.24***مین حجم ماه دو=1.44,خرید=1.67*** فروش =1.74
غگز,نسبت p/m=-161.22*** distance =-86.66,-2.98,81.18,-0.09,4.14,مین حجم ماه=2.11*** مین ارزش ماه =2.00***مین حجم ماه دو=1.12,خرید=0.38*** فروش =0.38
مفاخر,نسبت p/m=145.62*** distance =-77.56,2.99,7.29,-11.35,2.20,مین حجم ماه=2.16*** مین ارزش ماه =1.42***مین حجم ماه دو=1.01,خرید=0.80*** فروش =0.87
وآتوس,نسبت p/m=-1.42*** distance =-99.27,2.98,17.02,-20.04,6.00,مین حجم ماه=6.49*** مین ارزش ماه =1.15***مین حجم ماه دو=3.93,خرید=0.70*** فروش =0.87
شوينده,نسبت p/m=812.48*** distance =-64.92,-0.5,3.28,-43.08,3.76,مین حجم ماه=1.77*** مین ارزش ماه =3.88***مین حجم ماه دو=0.42,خرید=0.48*** فروش =0.50
وهور,نسبت p/m=125.02*** distance =-24.08,2.29,7.36,-8.34,5.66,مین حجم ماه=4.26*** مین ارزش ماه =0.70***مین حجم ماه دو=4.64,خرید=0.56*** فروش =0.99
قتربت,نسبت p/m=349.52*** distance =16.23,2.99,0.25,-20.86,1.42,مین حجم ماه=0.57*** مین ارزش ماه =0.17***مین حجم ماه دو=0.76,خرید=0.38*** فروش =0.48
بالبر,نسبت p/m=194.20*** distance =-93.13,2.35,1.19,-39.79,1.61,مین حجم ماه=1.50*** مین ارزش ماه =3.77***مین حجم ماه دو=1.08,خرید=0.80*** فروش =0.77
ودانا,نسبت p/m=-24.01*** distance =-94.55,1.9,19.16,-11.34,1.55,مین حجم ماه=2.64*** مین ارزش ماه =1.12***مین حجم ماه دو=1.54,خرید=0.93*** فروش =0.94
سدور,نسبت p/m=218.10*** distance =-85.55,0.37,3.09,-21.38,1.81,مین حجم ماه=1.47*** مین ارزش ماه =2.14***مین حجم ماه دو=1.26,خرید=0.77*** فروش =0.88
قنيشا,نسبت p/m=50.45*** distance =-77.52,1.76,5.43,-14.07,8.66,مین حجم ماه=7.77*** مین ارزش ماه =1.68***مین حجم ماه دو=5.04,خرید=0.71*** فروش =0.86
معين,نسبت p/m=-11.54*** distance =-94.29,0.2,3.03,-12.93,1.61,مین حجم ماه=2.77*** مین ارزش ماه =0.54***مین حجم ماه دو=1.91,خرید=1.62*** فروش =2.02
وتوس,نسبت p/m=219.34*** distance =-75.66,-1.42,6.99,-14.36,2.17,مین حجم ماه=1.24*** مین ارزش ماه =1.07***مین حجم ماه دو=0.40,خرید=0.56*** فروش =0.57
تمحركه,نسبت p/m=-9.75*** distance =-98.65,-1.87,19.74,-13.67,1.73,مین حجم ماه=1.31*** مین ارزش ماه =0.91***مین حجم ماه دو=1.42,خرید=0.37*** فروش =0.37
رنيك,نسبت p/m=-714.24*** distance =-57.30,2.9,1.18,-21.10,2.12,مین حجم ماه=1.88*** مین ارزش ماه =2.97***مین حجم ماه دو=1.72,خرید=1.12*** فروش =0.85
مرقام,نسبت p/m=85.27*** distance =-91.16,-0.42,12.91,-4.36,5.17,مین حجم ماه=3.09*** مین ارزش ماه =2.94***مین حجم ماه دو=0.96,خرید=0.41*** فروش =0.41
شستان,نسبت p/m=-2.51*** distance =-98.16,0.46,22.20,-11.07,8.05,مین حجم ماه=7.22*** مین ارزش ماه =0.94***مین حجم ماه دو=3.89,خرید=0.73*** فروش =0.74
بسويچ,نسبت p/m=42.65*** distance =-91.38,1.97,11.17,-7.03,0.95,مین حجم ماه=2.06*** مین ارزش ماه =1.00***مین حجم ماه دو=1.25,خرید=0.87*** فروش =1.35
فنفت,نسبت p/m=-47.60*** distance =-85.40,2.41,3.64,-22.97,2.78,مین حجم ماه=3.68*** مین ارزش ماه =1.13***مین حجم ماه دو=2.36,خرید=0.95*** فروش =0.93
فغدير,نسبت p/m=-111.40*** distance =-75.72,0.36,10.40,-15.38,9.02,مین حجم ماه=11.73*** مین ارزش ماه =5.22***مین حجم ماه دو=4.32,خرید=1.32*** فروش =0.57
غاذر,نسبت p/m=48.13*** distance =-97.26,2.98,0.05,-31.96,1.67,مین حجم ماه=1.61*** مین ارزش ماه =2.66***مین حجم ماه دو=1.49,خرید=0.87*** فروش =0.75
چكاوه,نسبت p/m=31.06*** distance =-94.99,-0.63,11.39,-19.54,2.15,مین حجم ماه=2.23*** مین ارزش ماه =1.29***مین حجم ماه دو=1.54,خرید=0.94*** فروش =1.00
داراب,نسبت p/m=-0.66*** distance =-98.98,-0.47,17.00,-5.88,1.50,مین حجم ماه=2.38*** مین ارزش ماه =0.15***مین حجم ماه دو=0.74,خرید=1.18*** فروش =1.16
ثعتما,نسبت p/m=0.00*** distance =-100.00,2.39,30.60,-4.10,0.28,مین حجم ماه=0.32*** مین ارزش ماه =0.96***مین حجم ماه دو=0.65,خرید=0.51*** فروش =13.07
تشتاد,نسبت p/m=0.00*** distance =-100.00,-2.99,6.14,-16.29,1.25,مین حجم ماه=0.98*** مین ارزش ماه =0.44***مین حجم ماه دو=0.47,خرید=0.86*** فروش =0.86
حريل,نسبت p/m=12.24*** distance =-93.13,2.97,2.30,-21.34,7.32,مین حجم ماه=10.26*** مین ارزش ماه =1.73***مین حجم ماه دو=5.67,خرید=1.21*** فروش =1.24
وسنا,نسبت p/m=323.50*** distance =-78.05,-0.28,8.59,-23.25,2.22,مین حجم ماه=1.09*** مین ارزش ماه =1.52***مین حجم ماه دو=1.46,خرید=0.52*** فروش =0.49
غپآذر,نسبت p/m=-193.40*** distance =-81.84,-1.16,7.54,-17.58,3.78,مین حجم ماه=3.01*** مین ارزش ماه =3.08***مین حجم ماه دو=0.51,خرید=0.64*** فروش =0.54
كساپا,نسبت p/m=30.12*** distance =-89.94,2.98,1.98,-34.02,5.37,مین حجم ماه=5.93*** مین ارزش ماه =1.59***مین حجم ماه دو=4.16,خرید=0.91*** فروش =0.96
غپونه,نسبت p/m=163.19*** distance =-44.55,2.97,7.72,-11.54,1.56,مین حجم ماه=1.05*** مین ارزش ماه =0.31***مین حجم ماه دو=1.36,خرید=0.54*** فروش =0.61
سبزوا,نسبت p/m=-99.86*** distance =-82.26,-0.35,2.56,-27.06,6.82,مین حجم ماه=6.36*** مین ارزش ماه =3.36***مین حجم ماه دو=5.14,خرید=0.67*** فروش =0.72
ثنام,نسبت p/m=0.00*** distance =-100.00,2.99,21.44,-18.59,12.60,مین حجم ماه=10.62*** مین ارزش ماه =1.66***مین حجم ماه دو=3.27,خرید=0.82*** فروش =0.81
گكوثر,نسبت p/m=-31.83*** distance =-85.82,0.13,1.05,-13.00,5.05,مین حجم ماه=4.98*** مین ارزش ماه =1.08***مین حجم ماه دو=5.02,خرید=0.89*** فروش =0.85
سكرد,نسبت p/m=71.37*** distance =-92.21,2.98,26.56,-12.97,1.64,مین حجم ماه=2.52*** مین ارزش ماه =2.56***مین حجم ماه دو=1.96,خرید=1.03*** فروش =0.98
فوكا,نسبت p/m=-116.96*** distance =-88.27,2.93,0.09,-22.27,0.99,مین حجم ماه=0.71*** مین ارزش ماه =0.69***مین حجم ماه دو=0.74,خرید=0.68*** فروش =0.79
شكلر,نسبت p/m=-99.69*** distance =-91.98,1.59,1.32,-22.43,2.31,مین حجم ماه=5.09*** مین ارزش ماه =6.01***مین حجم ماه دو=1.33,خرید=2.67*** فروش =1.96
لوتوس,نسبت p/m=37.45*** distance =-83.34,-0.22,2.26,-7.08,3.75,مین حجم ماه=6.77*** مین ارزش ماه =1.50***مین حجم ماه دو=6.00,خرید=1.07*** فروش =1.58
خوساز,نسبت p/m=-56.31*** distance =-96.68,-1.32,6.06,-29.05,2.66,مین حجم ماه=3.20*** مین ارزش ماه =4.97***مین حجم ماه دو=2.83,خرید=1.13*** فروش =1.09
آواپارس,نسبت p/m=-95.29*** distance =-38.50,-0.72,7.17,-17.73,2.89,مین حجم ماه=2.23*** مین ارزش ماه =0.32***مین حجم ماه دو=1.81,خرید=0.82*** فروش =0.82
رپويا,نسبت p/m=146.67*** distance =-95.09,1,23.20,-3.47,1.78,مین حجم ماه=1.90*** مین ارزش ماه =5.82***مین حجم ماه دو=3.16,خرید=0.79*** فروش =0.86
ثباغ,نسبت p/m=15.21*** distance =-98.12,2.12,5.08,-20.39,1.48,مین حجم ماه=1.70*** مین ارزش ماه =1.28***مین حجم ماه دو=0.98,خرید=0.96*** فروش =0.95
اپرداز,نسبت p/m=2.36*** distance =-99.24,-0.22,4.33,-35.19,5.18,مین حجم ماه=5.26*** مین ارزش ماه =1.47***مین حجم ماه دو=2.91,خرید=0.85*** فروش =0.78
شاروم,نسبت p/m=-40.88*** distance =-94.16,1.58,10.86,-24.96,1.83,مین حجم ماه=2.50*** مین ارزش ماه =1.65***مین حجم ماه دو=1.55,خرید=1.23*** فروش =0.99
شفارا,نسبت p/m=28.60*** distance =-90.82,2.99,29.40,-18.97,5.67,مین حجم ماه=6.01*** مین ارزش ماه =1.80***مین حجم ماه دو=3.50,خرید=0.80*** فروش =0.84
سخوز,نسبت p/m=2852.75*** distance =-62.58,0.46,2.92,-27.72,1.01,مین حجم ماه=0.91*** مین ارزش ماه =6.48***مین حجم ماه دو=0.53,خرید=0.85*** فروش =1.13
زكشت,نسبت p/m=-92.11*** distance =-89.09,2.99,5.73,-17.26,1.72,مین حجم ماه=2.16*** مین ارزش ماه =1.78***مین حجم ماه دو=1.58,خرید=1.13*** فروش =1.21
سمايه,نسبت p/m=-3.98*** distance =-98.89,-0.98,11.85,-12.07,1.01,مین حجم ماه=1.01*** مین ارزش ماه =0.34***مین حجم ماه دو=0.77,خرید=0.97*** فروش =0.97
پرداخت,نسبت p/m=24.01*** distance =-95.51,-2.27,34.29,-2.14,1.46,مین حجم ماه=1.19*** مین ارزش ماه =0.64***مین حجم ماه دو=0.43,خرید=0.60*** فروش =0.64
غنيلي,نسبت p/m=43.98*** distance =-89.91,2.75,1.31,-31.84,2.43,مین حجم ماه=1.73*** مین ارزش ماه =0.71***مین حجم ماه دو=1.33,خرید=0.56*** فروش =0.80
حپترو,نسبت p/m=52.52*** distance =-96.35,2.98,0.58,-26.51,1.46,مین حجم ماه=0.78*** مین ارزش ماه =1.08***مین حجم ماه دو=0.14,خرید=0.45*** فروش =0.46
پاسا,نسبت p/m=583.39*** distance =-58.25,2.23,1.84,-31.30,3.57,مین حجم ماه=2.67*** مین ارزش ماه =3.56***مین حجم ماه دو=1.44,خرید=0.75*** فروش =0.96
دجابر,نسبت p/m=60.75*** distance =-93.24,2.91,10.13,-17.48,2.80,مین حجم ماه=3.09*** مین ارزش ماه =2.70***مین حجم ماه دو=1.70,خرید=0.71*** فروش =0.83
سدبير,نسبت p/m=21.43*** distance =-99.51,2.95,0.11,-25.94,2.10,مین حجم ماه=1.83*** مین ارزش ماه =7.72***مین حجم ماه دو=2.07,خرید=0.75*** فروش =0.71
وشمال,نسبت p/m=0.00*** distance =-100.00,-2.62,13.01,-22.04,1.51,مین حجم ماه=1.24*** مین ارزش ماه =2.10***مین حجم ماه دو=0.36,خرید=0.72*** فروش =0.72
وتعاون,نسبت p/m=-71.08*** distance =-60.88,2.86,2.51,-8.25,2.50,مین حجم ماه=2.23*** مین ارزش ماه =0.40***مین حجم ماه دو=4.93,خرید=1.34*** فروش =1.22
فسبزوار,نسبت p/m=-405.07*** distance =-90.09,1.74,0.83,-22.66,2.08,مین حجم ماه=2.52*** مین ارزش ماه =9.82***مین حجم ماه دو=1.43,خرید=1.65*** فروش =1.17
حپرتو,نسبت p/m=1134.38*** distance =-30.25,2.96,7.42,-26.57,3.83,مین حجم ماه=3.23*** مین ارزش ماه =4.89***مین حجم ماه دو=0.18,خرید=0.32*** فروش =0.88
وارس,نسبت p/m=122.12*** distance =-84.48,1.01,2.95,-33.28,3.74,مین حجم ماه=4.80*** مین ارزش ماه =3.50***مین حجم ماه دو=4.49,خرید=0.86*** فروش =0.90
گوهران,نسبت p/m=-35.16*** distance =-89.68,2.98,2.38,-29.04,1.42,مین حجم ماه=4.15*** مین ارزش ماه =1.27***مین حجم ماه دو=1.31,خرید=2.10*** فروش =1.15
خليبل,نسبت p/m=0.00*** distance =-100.00,0.95,25.53,-1.85,0.99,مین حجم ماه=0.53*** مین ارزش ماه =0.07***مین حجم ماه دو=0.75,خرید=0.54*** فروش =0.54
سقاين,نسبت p/m=79.16*** distance =-89.66,2.96,2.04,-36.17,4.67,مین حجم ماه=6.00*** مین ارزش ماه =4.17***مین حجم ماه دو=4.43,خرید=1.05*** فروش =1.33
سآبيك,نسبت p/m=-115.98*** distance =-97.90,-1.85,9.62,-22.21,1.29,مین حجم ماه=2.07*** مین ارزش ماه =10.66***مین حجم ماه دو=1.64,خرید=1.45*** فروش =1.11
