نماد,نسبت پول به قیمت,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
دابور,نسبت p/m=833.34*** distance =-63.39,3.92,-31.71,1.69,مین حجم ماه=1.76*** مین ارزش ماه =3.71***مین حجم ماه دو=1.04,خرید=0.77*** فروش =1.01
اوان,نسبت p/m=41.72*** distance =-94.85,0.71,-34.67,3.04,مین حجم ماه=2.23*** مین ارزش ماه =1.68***مین حجم ماه دو=1.03,خرید=0.69*** فروش =0.67
غنيلي,نسبت p/m=2.95*** distance =-99.30,9.03,-23.55,0.84,مین حجم ماه=1.16*** مین ارزش ماه =0.45***مین حجم ماه دو=1.33,خرید=0.81*** فروش =1.39
ودانا,نسبت p/m=-13.67*** distance =-96.85,20.73,-11.97,2.96,مین حجم ماه=2.61*** مین ارزش ماه =1.10***مین حجم ماه دو=1.47,خرید=0.64*** فروش =0.61
خليبل,نسبت p/m=0.00*** distance =-100.00,26.09,-1.83,1.05,مین حجم ماه=1.04*** مین ارزش ماه =0.15***مین حجم ماه دو=0.56,خرید=0.99*** فروش =0.99
غمايه,نسبت p/m=22.44*** distance =-97.39,5.67,-20.25,2.82,مین حجم ماه=3.15*** مین ارزش ماه =2.46***مین حجم ماه دو=2.33,خرید=1.02*** فروش =0.95
ولصنم,نسبت p/m=-154.50*** distance =-48.38,5.33,-18.21,4.01,مین حجم ماه=2.90*** مین ارزش ماه =0.82***مین حجم ماه دو=2.89,خرید=0.85*** فروش =0.61
وآوا,نسبت p/m=15.48*** distance =-96.82,8.75,-11.62,0.83,مین حجم ماه=1.23*** مین ارزش ماه =0.58***مین حجم ماه دو=2.24,خرید=1.01*** فروش =1.72
قهكمت,نسبت p/m=-159.51*** distance =-69.72,1.63,-24.71,1.30,مین حجم ماه=1.49*** مین ارزش ماه =0.75***مین حجم ماه دو=0.90,خرید=1.15*** فروش =0.68
ثجنوب,نسبت p/m=96.37*** distance =-89.17,2.93,-15.48,2.11,مین حجم ماه=1.51*** مین ارزش ماه =1.30***مین حجم ماه دو=0.72,خرید=0.50*** فروش =0.54
قاسم,نسبت p/m=-207.73*** distance =-51.20,3.18,-17.45,7.32,مین حجم ماه=7.94*** مین ارزش ماه =3.25***مین حجم ماه دو=6.47,خرید=1.39*** فروش =0.78
پرداخت,نسبت p/m=-119.66*** distance =-78.02,33.17,-2.09,2.04,مین حجم ماه=0.98*** مین ارزش ماه =0.53***مین حجم ماه دو=0.59,خرید=0.39*** فروش =0.40
كازرو,نسبت p/m=39.51*** distance =-94.48,41.24,-3.70,3.91,مین حجم ماه=1.33*** مین ارزش ماه =0.94***مین حجم ماه دو=1.54,خرید=0.28*** فروش =0.28
پلوله,نسبت p/m=-659.94*** distance =81.04,4.84,-12.56,7.57,مین حجم ماه=2.67*** مین ارزش ماه =0.95***مین حجم ماه دو=1.22,خرید=0.31*** فروش =0.30
كايتا,نسبت p/m=24.29*** distance =-98.98,73.83,-3.90,1.49,مین حجم ماه=1.33*** مین ارزش ماه =3.43***مین حجم ماه دو=0.20,خرید=0.69*** فروش =0.74
سخوز,نسبت p/m=1150.53*** distance =-84.19,0.39,-27.75,1.08,مین حجم ماه=0.78*** مین ارزش ماه =5.45***مین حجم ماه دو=0.60,خرید=0.68*** فروش =0.77
غنوش,نسبت p/m=65.67*** distance =-90.70,20.00,-24.39,5.58,مین حجم ماه=7.22*** مین ارزش ماه =4.81***مین حجم ماه دو=6.36,خرید=1.11*** فروش =1.01
مفاخر,نسبت p/m=61.60*** distance =-90.39,14.57,-2.59,2.74,مین حجم ماه=2.31*** مین ارزش ماه =1.56***مین حجم ماه دو=0.70,خرید=0.71*** فروش =0.69
سكرد,نسبت p/m=269.33*** distance =-73.68,32.55,-3.76,2.73,مین حجم ماه=2.41*** مین ارزش ماه =2.48***مین حجم ماه دو=1.99,خرید=0.68*** فروش =0.77
سيدكو,نسبت p/m=-264.22*** distance =-91.03,4.60,-20.92,1.32,مین حجم ماه=0.80*** مین ارزش ماه =2.31***مین حجم ماه دو=0.66,خرید=0.72*** فروش =0.73
سصوفي,نسبت p/m=231.33*** distance =-98.17,2.07,-15.01,2.15,مین حجم ماه=2.42*** مین ارزش ماه =29.63***مین حجم ماه دو=2.56,خرید=0.90*** فروش =0.86
باران,نسبت p/m=23.12*** distance =-83.53,0.86,-16.96,2.35,مین حجم ماه=1.36*** مین ارزش ماه =0.19***مین حجم ماه دو=1.46,خرید=0.89*** فروش =0.92
دپارس,نسبت p/m=768.17*** distance =-69.81,26.37,-6.00,0.76,مین حجم ماه=0.66*** مین ارزش ماه =1.67***مین حجم ماه دو=0.97,خرید=0.53*** فروش =0.82
حپترو,نسبت p/m=-39.22*** distance =-97.01,7.03,-14.65,0.92,مین حجم ماه=0.47*** مین ارزش ماه =0.62***مین حجم ماه دو=0.25,خرید=0.46*** فروش =0.47
بپيوند,نسبت p/m=-373.11*** distance =-66.00,2.80,-17.09,2.01,مین حجم ماه=1.16*** مین ارزش ماه =1.23***مین حجم ماه دو=0.94,خرید=0.47*** فروش =0.54
فپنتا,نسبت p/m=-1092.52*** distance =-74.44,24.68,-16.15,1.48,مین حجم ماه=1.42*** مین ارزش ماه =5.93***مین حجم ماه دو=0.55,خرید=0.87*** فروش =0.87
گكيش,نسبت p/m=372.19*** distance =-42.19,6.42,-23.02,0.69,مین حجم ماه=0.53*** مین ارزش ماه =0.33***مین حجم ماه دو=0.64,خرید=0.61*** فروش =1.05
سيلام,نسبت p/m=-350.22*** distance =-77.40,14.18,-20.62,0.53,مین حجم ماه=0.68*** مین ارزش ماه =1.00***مین حجم ماه دو=0.76,خرید=1.11*** فروش =0.81
كگاز,نسبت p/m=572.92*** distance =-80.89,0.41,-35.24,1.60,مین حجم ماه=1.39*** مین ارزش ماه =3.89***مین حجم ماه دو=0.59,خرید=0.88*** فروش =0.73
زفجر,نسبت p/m=-88.94*** distance =-94.82,9.97,-23.28,4.85,مین حجم ماه=3.31*** مین ارزش ماه =5.39***مین حجم ماه دو=3.70,خرید=0.68*** فروش =0.72
فوكا,نسبت p/m=-112.09*** distance =-88.30,3.93,-13.34,0.59,مین حجم ماه=0.65*** مین ارزش ماه =0.60***مین حجم ماه دو=0.72,خرید=0.88*** فروش =1.04
غگيلا,نسبت p/m=978.81*** distance =-48.67,1.02,-15.08,0.84,مین حجم ماه=0.55*** مین ارزش ماه =1.04***مین حجم ماه دو=0.63,خرید=0.54*** فروش =0.76
زدشت,نسبت p/m=-519.73*** distance =-83.20,0.31,-30.55,0.75,مین حجم ماه=0.60*** مین ارزش ماه =1.72***مین حجم ماه دو=0.59,خرید=1.06*** فروش =1.04
بسويچ,نسبت p/m=37.67*** distance =-92.27,12.25,-6.11,0.98,مین حجم ماه=2.17*** مین ارزش ماه =1.05***مین حجم ماه دو=1.25,خرید=0.66*** فروش =1.27
وهنر,نسبت p/m=-185.51*** distance =-76.86,9.73,-18.28,1.57,مین حجم ماه=1.96*** مین ارزش ماه =1.57***مین حجم ماه دو=1.40,خرید=0.72*** فروش =1.15
خپويش,نسبت p/m=-118.02*** distance =-84.85,10.53,-16.07,1.37,مین حجم ماه=2.68*** مین ارزش ماه =2.00***مین حجم ماه دو=0.79,خرید=2.12*** فروش =1.41
وتعاون,نسبت p/m=-44.87*** distance =-74.75,6.65,-3.60,1.18,مین حجم ماه=1.94*** مین ارزش ماه =0.35***مین حجم ماه دو=4.99,خرید=0.88*** فروش =1.65
سهگمت,نسبت p/m=332.14*** distance =-97.32,13.11,-16.59,0.59,مین حجم ماه=0.58*** مین ارزش ماه =7.03***مین حجم ماه دو=0.82,خرید=1.05*** فروش =0.86
قيستو,نسبت p/m=439.36*** distance =-73.04,9.97,-28.47,1.19,مین حجم ماه=0.61*** مین ارزش ماه =0.95***مین حجم ماه دو=1.22,خرید=0.54*** فروش =0.59
بشهاب,نسبت p/m=-112.69*** distance =-78.96,7.07,-14.56,1.24,مین حجم ماه=1.27*** مین ارزش ماه =0.66***مین حجم ماه دو=2.74,خرید=0.80*** فروش =0.89
فمراد,نسبت p/m=225.88*** distance =-79.03,8.43,-18.34,1.14,مین حجم ماه=1.16*** مین ارزش ماه =1.20***مین حجم ماه دو=1.19,خرید=0.81*** فروش =0.99
قشهد,نسبت p/m=-113.83*** distance =-85.06,1.63,-12.91,0.59,مین حجم ماه=0.49*** مین ارزش ماه =0.37***مین حجم ماه دو=0.41,خرید=0.56*** فروش =0.64
كزغال,نسبت p/m=74.24*** distance =-75.68,7.81,-15.58,2.45,مین حجم ماه=3.48*** مین ارزش ماه =1.02***مین حجم ماه دو=5.11,خرید=0.81*** فروش =0.97
وپترو,نسبت p/m=891.05*** distance =-74.43,8.98,-27.76,2.05,مین حجم ماه=1.49*** مین ارزش ماه =4.84***مین حجم ماه دو=1.52,خرید=0.62*** فروش =0.94
سباقر,نسبت p/m=-233.24*** distance =-96.63,0.00,-28.11,2.48,مین حجم ماه=2.31*** مین ارزش ماه =14.81***مین حجم ماه دو=2.24,خرید=0.82*** فروش =0.82
وگستر,نسبت p/m=21.85*** distance =-95.57,31.08,-11.40,5.29,مین حجم ماه=3.81*** مین ارزش ماه =1.89***مین حجم ماه دو=5.88,خرید=0.60*** فروش =0.61
خعمرا,نسبت p/m=0.00*** distance =-100.00,20.61,-3.50,2.56,مین حجم ماه=3.90*** مین ارزش ماه =2.18***مین حجم ماه دو=5.16,خرید=0.65*** فروش =1.22
فن آوا,نسبت p/m=168.73*** distance =19.14,6.59,-17.04,0.92,مین حجم ماه=0.53*** مین ارزش ماه =0.07***مین حجم ماه دو=0.34,خرید=0.44*** فروش =1.02
سفانو,نسبت p/m=-97.07*** distance =-96.95,0.00,-16.23,0.76,مین حجم ماه=0.86*** مین ارزش ماه =2.66***مین حجم ماه دو=0.92,خرید=1.24*** فروش =0.97
نبابك,نسبت p/m=112.51*** distance =-89.44,35.24,-19.67,1.90,مین حجم ماه=2.70*** مین ارزش ماه =2.76***مین حجم ماه دو=1.85,خرید=0.87*** فروش =0.92
ويسا,نسبت p/m=-32.95*** distance =-90.52,11.40,-15.93,1.15,مین حجم ماه=0.72*** مین ارزش ماه =0.24***مین حجم ماه دو=0.30,خرید=0.55*** فروش =0.62
كدما,نسبت p/m=308.48*** distance =-92.64,10.78,-29.54,0.77,مین حجم ماه=0.60*** مین ارزش ماه =2.35***مین حجم ماه دو=0.47,خرید=0.72*** فروش =0.80
شرنگي,نسبت p/m=0.00*** distance =-100.00,3.40,-19.49,0.63,مین حجم ماه=0.93*** مین ارزش ماه =0.89***مین حجم ماه دو=0.54,خرید=1.51*** فروش =1.47
لابسا,نسبت p/m=-11.00*** distance =-96.75,11.89,-14.45,1.42,مین حجم ماه=3.19*** مین ارزش ماه =1.04***مین حجم ماه دو=1.87,خرید=0.78*** فروش =2.09
مرقام,نسبت p/m=18.61*** distance =-98.04,10.91,-6.75,6.44,مین حجم ماه=2.18*** مین ارزش ماه =2.04***مین حجم ماه دو=1.10,خرید=0.30*** فروش =0.30
دسينا,نسبت p/m=104.48*** distance =-96.81,0.65,-19.09,0.58,مین حجم ماه=0.65*** مین ارزش ماه =2.05***مین حجم ماه دو=0.59,خرید=0.98*** فروش =1.83
دكپسول,نسبت p/m=5128.86*** distance =-56.49,9.67,-4.07,0.57,مین حجم ماه=0.46*** مین ارزش ماه =5.54***مین حجم ماه دو=0.19,خرید=0.67*** فروش =0.89
دشيمي,نسبت p/m=784.06*** distance =-41.88,16.94,-15.86,1.10,مین حجم ماه=0.71*** مین ارزش ماه =0.94***مین حجم ماه دو=0.44,خرید=0.58*** فروش =0.70
غالبر,نسبت p/m=377.42*** distance =-88.56,25.80,-11.48,2.57,مین حجم ماه=3.29*** مین ارزش ماه =11.50***مین حجم ماه دو=0.22,خرید=0.83*** فروش =0.76
وآفر,نسبت p/m=1116.48*** distance =17.19,24.80,-3.24,3.86,مین حجم ماه=1.77*** مین ارزش ماه =1.71***مین حجم ماه دو=0.51,خرید=0.39*** فروش =0.42
دتماد,نسبت p/m=-441.37*** distance =-92.13,8.78,-25.55,0.49,مین حجم ماه=0.65*** مین ارزش ماه =3.38***مین حجم ماه دو=0.25,خرید=0.98*** فروش =1.14
شپاس,نسبت p/m=-18.13*** distance =-99.53,0.61,-27.10,0.69,مین حجم ماه=1.42*** مین ارزش ماه =5.22***مین حجم ماه دو=0.35,خرید=2.01*** فروش =1.55
جم پيلن,نسبت p/m=-6844.40*** distance =-56.33,0.03,-25.28,0.43,مین حجم ماه=0.41*** مین ارزش ماه =6.00***مین حجم ماه دو=0.24,خرید=1.69*** فروش =0.93
حبندر,نسبت p/m=31.34*** distance =-96.85,9.03,-37.32,1.82,مین حجم ماه=2.58*** مین ارزش ماه =2.24***مین حجم ماه دو=0.12,خرید=1.37*** فروش =1.34
پسهند,نسبت p/m=832.63*** distance =-61.52,28.98,-18.28,1.30,مین حجم ماه=0.96*** مین ارزش ماه =2.05***مین حجم ماه دو=0.50,خرید=0.51*** فروش =0.84
لپارس,نسبت p/m=137.34*** distance =-91.43,13.15,-25.76,1.76,مین حجم ماه=1.68*** مین ارزش ماه =2.53***مین حجم ماه دو=1.54,خرید=0.91*** فروش =0.95
فلات,نسبت p/m=122.40*** distance =-89.55,24.99,-18.56,0.60,مین حجم ماه=0.53*** مین ارزش ماه =0.60***مین حجم ماه دو=0.32,خرید=0.81*** فروش =0.84
سدشت,نسبت p/m=-137.60*** distance =-95.90,10.41,-4.52,0.24,مین حجم ماه=0.17*** مین ارزش ماه =0.58***مین حجم ماه دو=0.11,خرید=0.84*** فروش =0.81
زاگرس,نسبت p/m=-1728.57*** distance =-81.81,5.39,-18.23,0.83,مین حجم ماه=1.14*** مین ارزش ماه =10.55***مین حجم ماه دو=1.17,خرید=1.19*** فروش =0.79
سكرما,نسبت p/m=620.90*** distance =-86.02,2.83,-5.65,0.82,مین حجم ماه=0.63*** مین ارزش ماه =2.79***مین حجم ماه دو=0.45,خرید=0.72*** فروش =1.23
فاهواز,نسبت p/m=21.82*** distance =-96.68,5.99,-6.99,0.42,مین حجم ماه=0.71*** مین ارزش ماه =0.46***مین حجم ماه دو=0.78,خرید=1.49*** فروش =1.50
نخريس,نسبت p/m=484.69*** distance =-74.82,0.85,-19.20,0.33,مین حجم ماه=0.35*** مین ارزش ماه =0.64***مین حجم ماه دو=0.23,خرید=0.64*** فروش =1.36
نمرينو,نسبت p/m=13.35*** distance =-97.96,25.03,-10.13,0.83,مین حجم ماه=0.84*** مین ارزش ماه =0.54***مین حجم ماه دو=0.71,خرید=0.80*** فروش =0.85
قلرست,نسبت p/m=-36.55*** distance =-95.65,2.04,-21.49,0.70,مین حجم ماه=0.97*** مین ارزش ماه =0.76***مین حجم ماه دو=0.64,خرید=1.07*** فروش =1.73
وتوسكا,نسبت p/m=51.46*** distance =-77.41,4.18,-16.21,0.57,مین حجم ماه=0.46*** مین ارزش ماه =0.10***مین حجم ماه دو=0.69,خرید=0.74*** فروش =0.88
سمازن,نسبت p/m=318.04*** distance =-93.25,1.40,-26.79,0.97,مین حجم ماه=1.20*** مین ارزش ماه =5.22***مین حجم ماه دو=0.91,خرید=0.88*** فروش =1.07
كپرور,نسبت p/m=-98.77*** distance =-86.70,2.05,-20.25,1.24,مین حجم ماه=0.91*** مین ارزش ماه =0.65***مین حجم ماه دو=1.34,خرید=0.78*** فروش =0.54
كابگن,نسبت p/m=18.81*** distance =-99.13,27.90,-9.29,1.14,مین حجم ماه=0.38*** مین ارزش ماه =0.82***مین حجم ماه دو=0.01,خرید=0.26*** فروش =0.26
حاريا,نسبت p/m=0.00*** distance =-100.00,22.72,-1.30,1.39,مین حجم ماه=0.51*** مین ارزش ماه =0.22***مین حجم ماه دو=0.30,خرید=0.32*** فروش =0.32
نيشكر,نسبت p/m=-18.67*** distance =-99.62,2.19,-12.21,0.39,مین حجم ماه=1.09*** مین ارزش ماه =5.10***مین حجم ماه دو=0.65,خرید=0.89*** فروش =0.94
ساربيل,نسبت p/m=5657.11*** distance =-23.77,0.71,-35.58,0.71,مین حجم ماه=0.52*** مین ارزش ماه =3.54***مین حجم ماه دو=0.45,خرید=0.63*** فروش =1.06
آريا,نسبت p/m=-3602.85*** distance =-56.69,3.99,-21.72,2.01,مین حجم ماه=1.25*** مین ارزش ماه =9.96***مین حجم ماه دو=0.82,خرید=0.64*** فروش =0.48
غدانه,نسبت p/m=0.00*** distance =-100.00,13.94,-2.03,0.26,مین حجم ماه=0.14*** مین ارزش ماه =0.15***مین حجم ماه دو=0.05,خرید=0.57*** فروش =0.57
زپارس,نسبت p/m=22.84*** distance =-98.79,19.81,-15.77,0.46,مین حجم ماه=0.43*** مین ارزش ماه =0.79***مین حجم ماه دو=0.45,خرید=0.78*** فروش =0.76
فجوش,نسبت p/m=12.71*** distance =-90.14,4.98,-18.67,3.93,مین حجم ماه=1.82*** مین ارزش ماه =0.23***مین حجم ماه دو=1.57,خرید=0.40*** فروش =0.40
لازما,نسبت p/m=-531.44*** distance =-90.14,27.00,-14.33,0.40,مین حجم ماه=0.56*** مین ارزش ماه =3.13***مین حجم ماه دو=0.08,خرید=1.13*** فروش =1.07
دفرا,نسبت p/m=3057.44*** distance =-15.22,1.80,-16.13,0.31,مین حجم ماه=0.33*** مین ارزش ماه =1.16***مین حجم ماه دو=0.41,خرید=0.60*** فروش =3.65
بگيلان,نسبت p/m=1526.52*** distance =1.08,2.21,-13.87,0.68,مین حجم ماه=0.41*** مین ارزش ماه =0.60***مین حجم ماه دو=0.19,خرید=0.40*** فروش =0.62
سبجنو,نسبت p/m=453.41*** distance =-86.54,8.97,-7.38,0.67,مین حجم ماه=1.05*** مین ارزش ماه =3.55***مین حجم ماه دو=1.27,خرید=1.11*** فروش =1.26
خفناور,نسبت p/m=0.00*** distance =-100.00,27.10,-14.44,0.96,مین حجم ماه=1.02*** مین ارزش ماه =1.56***مین حجم ماه دو=0.22,خرید=0.80*** فروش =0.80
داسوه,نسبت p/m=176.27*** distance =-93.02,11.94,-9.31,0.26,مین حجم ماه=0.30*** مین ارزش ماه =0.76***مین حجم ماه دو=0.08,خرید=1.16*** فروش =0.84
كبافق,نسبت p/m=-23.53*** distance =-98.99,2.74,-27.55,0.46,مین حجم ماه=0.81*** مین ارزش ماه =1.75***مین حجم ماه دو=0.37,خرید=1.68*** فروش =1.62
شخارك,نسبت p/m=-2736.93*** distance =-69.40,3.02,-20.96,0.37,مین حجم ماه=0.65*** مین ارزش ماه =5.45***مین حجم ماه دو=0.41,خرید=0.99*** فروش =0.56
معين,نسبت p/m=-6.52*** distance =-96.76,2.41,-13.16,1.16,مین حجم ماه=2.51*** مین ارزش ماه =0.49***مین حجم ماه دو=2.36,خرید=0.92*** فروش =0.99
ثجوان,نسبت p/m=-5.56*** distance =-96.12,84.06,-21.80,8.05,مین حجم ماه=7.90*** مین ارزش ماه =1.11***مین حجم ماه دو=1.00,خرید=0.82*** فروش =0.79
تپولا,نسبت p/m=0.00*** distance =-100.00,25.12,-9.67,0.84,مین حجم ماه=0.30*** مین ارزش ماه =0.39***مین حجم ماه دو=0.27,خرید=0.30*** فروش =0.30
فبستم,نسبت p/m=-347.96*** distance =-76.01,0.00,-28.12,0.19,مین حجم ماه=0.14*** مین ارزش ماه =0.18***مین حجم ماه دو=0.21,خرید=1.38*** فروش =1.45
چافست,نسبت p/m=-330.57*** distance =-67.19,2.38,-16.88,0.79,مین حجم ماه=1.04*** مین ارزش ماه =1.00***مین حجم ماه دو=0.69,خرید=1.22*** فروش =1.01
غبهنوش,نسبت p/m=2375.41*** distance =-53.77,6.51,-13.70,0.46,مین حجم ماه=0.35*** مین ارزش ماه =1.78***مین حجم ماه دو=0.25,خرید=0.60*** فروش =0.66
لبوتان,نسبت p/m=133.59*** distance =-50.96,14.39,-14.87,4.75,مین حجم ماه=3.67*** مین ارزش ماه =0.96***مین حجم ماه دو=1.38,خرید=0.67*** فروش =0.77
بايكا,نسبت p/m=849.30*** distance =-52.78,17.24,-7.46,0.26,مین حجم ماه=0.09*** مین ارزش ماه =0.17***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.32
قشرين,نسبت p/m=4.86*** distance =-97.84,32.93,-14.39,19.70,مین حجم ماه=7.02*** مین ارزش ماه =1.54***مین حجم ماه دو=3.16,خرید=0.31*** فروش =0.31
سهرمز,نسبت p/m=395.32*** distance =-93.63,4.99,-13.00,0.46,مین حجم ماه=0.67*** مین ارزش ماه =4.05***مین حجم ماه دو=0.52,خرید=1.26*** فروش =1.56
كخاك,نسبت p/m=175.89*** distance =-91.25,5.90,-23.55,0.67,مین حجم ماه=0.97*** مین ارزش ماه =1.77***مین حجم ماه دو=1.77,خرید=0.92*** فروش =0.81
ثزاگرس,نسبت p/m=0.00*** distance =-100.00,16.84,-7.46,0.14,مین حجم ماه=0.08*** مین ارزش ماه =1.43***مین حجم ماه دو=0.13,خرید=0.55*** فروش =0.55
چخزر,نسبت p/m=2110.27*** distance =-53.59,10.11,-13.21,0.13,مین حجم ماه=0.14*** مین ارزش ماه =0.62***مین حجم ماه دو=0.10,خرید=0.87*** فروش =1.38
سشمال,نسبت p/m=-526.11*** distance =-82.26,1.89,-17.49,0.73,مین حجم ماه=0.65*** مین ارزش ماه =1.85***مین حجم ماه دو=0.65,خرید=1.09*** فروش =0.85
سفارود,نسبت p/m=0.00*** distance =-100.00,9.32,-14.79,0.20,مین حجم ماه=0.19*** مین ارزش ماه =0.11***مین حجم ماه دو=0.10,خرید=1.01*** فروش =1.01
ساروج,نسبت p/m=-94.30*** distance =-98.06,2.10,-19.78,0.22,مین حجم ماه=0.29*** مین ارزش ماه =1.34***مین حجم ماه دو=0.34,خرید=1.55*** فروش =1.26
آلومينا,نسبت p/m=-936.94*** distance =-91.58,12.91,-28.36,5.25,مین حجم ماه=2.95*** مین ارزش ماه =30.67***مین حجم ماه دو=4.64,خرید=0.58*** فروش =0.59
كتوسعه,نسبت p/m=62.65*** distance =-94.81,26.02,-1.25,0.34,مین حجم ماه=0.46*** مین ارزش ماه =0.59***مین حجم ماه دو=0.63,خرید=1.10*** فروش =1.01
وبرق,نسبت p/m=1086.25*** distance =-59.16,26.13,-10.08,2.02,مین حجم ماه=1.17*** مین ارزش ماه =3.12***مین حجم ماه دو=0.27,خرید=0.50*** فروش =0.56
خبازرس,نسبت p/m=-61.71*** distance =-93.87,0.00,-24.80,0.11,مین حجم ماه=0.16*** مین ارزش ماه =0.16***مین حجم ماه دو=0.35,خرید=1.47*** فروش =1.74
فماك,نسبت p/m=-46.67*** distance =-94.90,8.87,-9.46,0.88,مین حجم ماه=0.89*** مین ارزش ماه =0.81***مین حجم ماه دو=0.74,خرید=0.87*** فروش =0.86
شتهران,نسبت p/m=0.00*** distance =-100.00,11.90,0.00,0.08,مین حجم ماه=0.03*** مین ارزش ماه =0.03***مین حجم ماه دو=0.08,خرید=0.31*** فروش =0.31
سفاسي,نسبت p/m=0.00*** distance =-100.00,10.64,-24.43,1.07,مین حجم ماه=1.66*** مین ارزش ماه =0.37***مین حجم ماه دو=1.03,خرید=1.76*** فروش =1.76
مارون,نسبت p/m=-145.02*** distance =-97.30,67.74,-6.34,0.54,مین حجم ماه=0.52*** مین ارزش ماه =2.75***مین حجم ماه دو=0.19,خرید=1.25*** فروش =1.54
شصفها,نسبت p/m=-1633.84*** distance =-83.86,15.64,-0.10,0.12,مین حجم ماه=0.16*** مین ارزش ماه =1.67***مین حجم ماه دو=0.03,خرید=0.68*** فروش =1.00
دهدشت,نسبت p/m=-1397.27*** distance =78.13,11.27,-14.07,1.42,مین حجم ماه=0.64*** مین ارزش ماه =0.49***مین حجم ماه دو=0.35,خرید=0.72*** فروش =0.38
تابا,نسبت p/m=272.81*** distance =-86.61,20.79,-22.78,0.24,مین حجم ماه=0.25*** مین ارزش ماه =0.49***مین حجم ماه دو=0.14,خرید=0.71*** فروش =0.87
زمگسا,نسبت p/m=-1022.10*** distance =-75.20,3.97,-18.79,0.22,مین حجم ماه=0.23*** مین ارزش ماه =0.88***مین حجم ماه دو=0.25,خرید=1.34*** فروش =1.04
كفرآور,نسبت p/m=-174.06*** distance =-89.63,11.37,-24.42,0.19,مین حجم ماه=0.31*** مین ارزش ماه =0.48***مین حجم ماه دو=0.55,خرید=1.46*** فروش =1.56
ولانا,نسبت p/m=-532.73*** distance =-85.10,8.01,-14.02,0.19,مین حجم ماه=0.28*** مین ارزش ماه =0.95***مین حجم ماه دو=0.58,خرید=0.87*** فروش =1.29
حرهشا,نسبت p/m=-35.93*** distance =-98.07,35.41,-16.15,1.75,مین حجم ماه=0.64*** مین ارزش ماه =1.16***مین حجم ماه دو=0.13,خرید=0.28*** فروش =0.28
كهرام,نسبت p/m=0.00*** distance =-100.00,10.77,-14.56,0.07,مین حجم ماه=0.07*** مین ارزش ماه =0.14***مین حجم ماه دو=0.10,خرید=1.05*** فروش =1.05
خراسان,نسبت p/m=10388.63*** distance =-36.93,5.99,-6.59,0.54,مین حجم ماه=0.35*** مین ارزش ماه =5.80***مین حجم ماه دو=0.05,خرید=0.47*** فروش =0.67
قپيرا,نسبت p/m=39.84*** distance =-95.45,2.65,-12.92,0.19,مین حجم ماه=0.45*** مین ارزش ماه =0.37***مین حجم ماه دو=0.47,خرید=1.65*** فروش =1.54
دكيمي,نسبت p/m=58.98*** distance =-96.20,19.15,-6.91,0.21,مین حجم ماه=0.39*** مین ارزش ماه =0.61***مین حجم ماه دو=0.22,خرید=1.37*** فروش =0.64
وملي,نسبت p/m=1.29*** distance =-99.99,12.68,-23.24,0.25,مین حجم ماه=0.23*** مین ارزش ماه =4.01***مین حجم ماه دو=0.13,خرید=0.72*** فروش =0.74
ساذري,نسبت p/m=0.00*** distance =-100.00,8.02,-13.23,0.31,مین حجم ماه=0.25*** مین ارزش ماه =0.80***مین حجم ماه دو=0.12,خرید=0.72*** فروش =0.72
كورز,نسبت p/m=0.00*** distance =-100.00,10.37,-17.32,0.32,مین حجم ماه=0.31*** مین ارزش ماه =0.12***مین حجم ماه دو=0.22,خرید=0.92*** فروش =0.92
سپ,نسبت p/m=-9.40*** distance =-99.28,5.94,-2.77,0.18,مین حجم ماه=0.39*** مین ارزش ماه =0.50***مین حجم ماه دو=0.09,خرید=0.75*** فروش =0.89
ممسني,نسبت p/m=35.96*** distance =-96.01,43.21,0.00,0.06,مین حجم ماه=0.36*** مین ارزش ماه =0.35***مین حجم ماه دو=0.65,خرید=5.64*** فروش =6.46
ثنظام,نسبت p/m=-142.26*** distance =-97.15,0.47,-40.29,0.12,مین حجم ماه=0.19*** مین ارزش ماه =0.86***مین حجم ماه دو=0.20,خرید=0.82*** فروش =1.73
شكف,نسبت p/m=0.00*** distance =-100.00,26.42,-1.56,0.19,مین حجم ماه=0.07*** مین ارزش ماه =0.11***مین حجم ماه دو=0.02,خرید=0.31*** فروش =0.31
نتوس,نسبت p/m=0.00*** distance =-100.00,15.40,-15.43,0.69,مین حجم ماه=0.39*** مین ارزش ماه =0.23***مین حجم ماه دو=0.10,خرید=0.46*** فروش =0.47
خفولا,نسبت p/m=293.01*** distance =-88.80,26.42,-0.63,0.06,مین حجم ماه=0.18*** مین ارزش ماه =0.54***مین حجم ماه دو=0.02,خرید=2.71*** فروش =4.23
شتولي,نسبت p/m=0.00*** distance =-100.00,9.94,0.00,0.03,مین حجم ماه=0.02*** مین ارزش ماه =0.03***مین حجم ماه دو=0.07,خرید=0.75*** فروش =0.75
رفاه,نسبت p/m=5054.08*** distance =11.90,22.13,-8.89,0.19,مین حجم ماه=0.08*** مین ارزش ماه =0.37***مین حجم ماه دو=0.06,خرید=0.39*** فروش =0.40
