نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
سيتا,نسبت p/m=-300.14*** distance =-81.96,0.47,17.61,-18.86,3.38,مین حجم ماه=5.16*** مین ارزش ماه =8.22***مین حجم ماه دو=5.42,خرید=1.46*** فروش =0.84
زشريف,نسبت p/m=-157.30*** distance =-78.54,0.27,5.62,-17.40,3.49,مین حجم ماه=3.00*** مین ارزش ماه =2.14***مین حجم ماه دو=1.56,خرید=0.84*** فروش =0.70
كربن,نسبت p/m=110.10*** distance =-90.15,-2.4,4.65,-15.55,4.89,مین حجم ماه=3.27*** مین ارزش ماه =3.54***مین حجم ماه دو=2.61,خرید=0.54*** فروش =0.54
غصينو,نسبت p/m=-190.32*** distance =-76.57,2.91,4.37,-19.05,2.67,مین حجم ماه=3.50*** مین ارزش ماه =2.72***مین حجم ماه دو=2.76,خرید=1.17*** فروش =0.92
سكارون,نسبت p/m=0.00*** distance =-100.00,-0.75,28.72,-4.63,2.40,مین حجم ماه=3.95*** مین ارزش ماه =1.07***مین حجم ماه دو=0.91,خرید=1.07*** فروش =0.85
كپشير,نسبت p/m=-78.10*** distance =-89.12,1.12,47.48,-28.39,9.58,مین حجم ماه=9.68*** مین ارزش ماه =6.56***مین حجم ماه دو=5.80,خرید=0.79*** فروش =0.68
كيا,نسبت p/m=-184.67*** distance =-77.68,-2.98,4.94,-56.96,5.05,مین حجم ماه=4.56*** مین ارزش ماه =3.30***مین حجم ماه دو=1.79,خرید=0.84*** فروش =1.03
قزوين,نسبت p/m=380.35*** distance =-40.57,2.99,0.00,-31.55,1.68,مین حجم ماه=2.08*** مین ارزش ماه =1.26***مین حجم ماه دو=1.97,خرید=0.87*** فروش =2.48
زفجر,نسبت p/m=-203.49*** distance =-88.44,2.98,5.63,-23.90,5.75,مین حجم ماه=3.35*** مین ارزش ماه =5.58***مین حجم ماه دو=3.81,خرید=0.57*** فروش =0.58
تيپيكو,نسبت p/m=1414.47*** distance =-46.00,-0.04,8.79,-23.86,11.44,مین حجم ماه=6.66*** مین ارزش ماه =16.53***مین حجم ماه دو=1.65,خرید=0.50*** فروش =0.59
اپال,نسبت p/m=27.35*** distance =-97.19,-0.1,6.74,-8.88,7.62,مین حجم ماه=5.19*** مین ارزش ماه =4.92***مین حجم ماه دو=1.05,خرید=0.59*** فروش =0.43
سخاش,نسبت p/m=-41.78*** distance =-94.05,0,5.44,-9.28,4.54,مین حجم ماه=6.83*** مین ارزش ماه =4.73***مین حجم ماه دو=6.37,خرید=1.05*** فروش =1.07
فنوال,نسبت p/m=-0.58*** distance =-99.93,-0.52,6.19,-22.26,8.26,مین حجم ماه=7.82*** مین ارزش ماه =5.61***مین حجم ماه دو=5.97,خرید=0.88*** فروش =0.77
حپارسا,نسبت p/m=501.13*** distance =-4.57,2.89,3.40,-21.29,3.05,مین حجم ماه=2.69*** مین ارزش ماه =1.35***مین حجم ماه دو=0.83,خرید=0.51*** فروش =0.97
لبوتان,نسبت p/m=46.78*** distance =-83.27,-2.98,15.22,-12.06,3.97,مین حجم ماه=4.08*** مین ارزش ماه =1.08***مین حجم ماه دو=1.29,خرید=0.83*** فروش =0.82
غفارس,نسبت p/m=73.47*** distance =-90.16,0.64,9.98,-33.73,6.05,مین حجم ماه=4.45*** مین ارزش ماه =3.08***مین حجم ماه دو=1.76,خرید=0.56*** فروش =0.54
غپونه,نسبت p/m=145.72*** distance =-50.06,2.98,8.63,-10.43,1.62,مین حجم ماه=0.97*** مین ارزش ماه =0.28***مین حجم ماه دو=1.37,خرید=0.57*** فروش =0.69
امين,نسبت p/m=42.18*** distance =-84.59,-1.44,2.26,-15.38,5.56,مین حجم ماه=4.99*** مین ارزش ماه =1.31***مین حجم ماه دو=2.80,خرید=0.69*** فروش =0.90
مفاخر,نسبت p/m=108.64*** distance =-83.13,2.92,9.72,-8.43,2.25,مین حجم ماه=2.06*** مین ارزش ماه =1.36***مین حجم ماه دو=1.01,خرید=0.84*** فروش =0.81
بهامرز,نسبت p/m=-23.80*** distance =-89.58,2.98,9.44,-11.59,1.85,مین حجم ماه=8.12*** مین ارزش ماه =1.88***مین حجم ماه دو=20.33,خرید=2.01*** فروش =1.34
آلومينا,نسبت p/m=-1188.73*** distance =-89.50,-0.75,9.79,-32.96,3.75,مین حجم ماه=3.32*** مین ارزش ماه =35.39***مین حجم ماه دو=4.28,خرید=0.90*** فروش =0.88
حشكوه,نسبت p/m=-9.58*** distance =-93.90,2.94,9.84,-22.88,6.95,مین حجم ماه=11.12*** مین ارزش ماه =1.62***مین حجم ماه دو=4.27,خرید=1.14*** فروش =0.98
ارفع,نسبت p/m=-433.88*** distance =-66.76,-0.08,2.70,-35.92,3.87,مین حجم ماه=4.36*** مین ارزش ماه =5.06***مین حجم ماه دو=2.14,خرید=2.03*** فروش =1.18
كمينا,نسبت p/m=59.47*** distance =-90.69,-2.96,10.10,-23.61,4.66,مین حجم ماه=5.76*** مین ارزش ماه =3.25***مین حجم ماه دو=0.58,خرید=1.12*** فروش =1.12
زشگزا,نسبت p/m=238.29*** distance =-82.88,1.17,7.85,-11.85,3.01,مین حجم ماه=2.47*** مین ارزش ماه =3.35***مین حجم ماه دو=1.55,خرید=0.60*** فروش =0.57
وامين,نسبت p/m=612.08*** distance =-46.22,3,6.24,-21.62,1.38,مین حجم ماه=1.21*** مین ارزش ماه =1.35***مین حجم ماه دو=0.63,خرید=0.77*** فروش =0.59
فمراد,نسبت p/m=251.49*** distance =-77.83,-2.29,4.79,-23.06,1.60,مین حجم ماه=1.37*** مین ارزش ماه =1.47***مین حجم ماه دو=1.11,خرید=0.75*** فروش =0.93
چكارن,نسبت p/m=0.65*** distance =-99.77,1.2,5.95,-17.58,4.20,مین حجم ماه=3.67*** مین ارزش ماه =0.97***مین حجم ماه دو=4.97,خرید=0.85*** فروش =0.84
ولشرق,نسبت p/m=31.51*** distance =-85.56,-1.05,5.11,-18.76,3.86,مین حجم ماه=3.70*** مین ارزش ماه =0.76***مین حجم ماه دو=3.94,خرید=0.77*** فروش =0.87
غبهار,نسبت p/m=-20.01*** distance =-95.67,-2.98,20.92,-14.15,3.31,مین حجم ماه=3.61*** مین ارزش ماه =1.57***مین حجم ماه دو=2.29,خرید=1.13*** فروش =1.07
بيوتيك,نسبت p/m=1755.85*** distance =-42.00,-2.82,4.15,-15.37,3.03,مین حجم ماه=1.35*** مین ارزش ماه =4.09***مین حجم ماه دو=0.59,خرید=0.38*** فروش =0.40
قشير,نسبت p/m=159.14*** distance =-82.84,-0.85,4.55,-25.17,2.20,مین حجم ماه=1.67*** مین ارزش ماه =1.45***مین حجم ماه دو=1.20,خرید=0.75*** فروش =0.82
سغدير,نسبت p/m=-18.47*** distance =-98.79,0.27,8.27,-12.87,4.12,مین حجم ماه=4.26*** مین ارزش ماه =6.36***مین حجم ماه دو=2.12,خرید=0.83*** فروش =0.70
سنوين,نسبت p/m=184.09*** distance =-62.80,2.55,14.17,-10.87,4.57,مین حجم ماه=2.32*** مین ارزش ماه =1.14***مین حجم ماه دو=2.43,خرید=0.30*** فروش =0.31
پرداخت,نسبت p/m=33.35*** distance =-93.79,-1.68,33.79,-1.54,1.54,مین حجم ماه=1.12*** مین ارزش ماه =0.61***مین حجم ماه دو=0.49,خرید=0.48*** فروش =0.49
اپرداز,نسبت p/m=2.61*** distance =-99.15,-1.53,4.12,-35.49,5.94,مین حجم ماه=5.23*** مین ارزش ماه =1.45***مین حجم ماه دو=2.95,خرید=0.69*** فروش =0.66
حآسا,نسبت p/m=181.97*** distance =-49.34,2.98,7.23,-13.94,1.47,مین حجم ماه=1.21*** مین ارزش ماه =0.42***مین حجم ماه دو=0.88,خرید=0.75*** فروش =0.99
ودانا,نسبت p/m=-43.02*** distance =-90.21,1.23,20.42,-9.62,2.56,مین حجم ماه=2.62*** مین ارزش ماه =1.11***مین حجم ماه دو=1.53,خرید=0.96*** فروش =1.01
گكوثر,نسبت p/m=-31.29*** distance =-85.99,0.4,1.09,-12.95,5.47,مین حجم ماه=4.93*** مین ارزش ماه =1.07***مین حجم ماه دو=5.07,خرید=0.68*** فروش =0.68
خوساز,نسبت p/m=-56.66*** distance =-96.65,1.59,5.77,-29.79,2.83,مین حجم ماه=3.18*** مین ارزش ماه =4.91***مین حجم ماه دو=2.96,خرید=1.21*** فروش =1.17
سيدكو,نسبت p/m=-218.39*** distance =-92.94,2.97,0.34,-26.32,1.57,مین حجم ماه=0.92*** مین ارزش ماه =2.73***مین حجم ماه دو=0.66,خرید=1.92*** فروش =0.51
گنگين,نسبت p/m=-333.22*** distance =-72.39,2.47,46.85,-6.02,2.32,مین حجم ماه=2.15*** مین ارزش ماه =2.89***مین حجم ماه دو=3.22,خرید=0.92*** فروش =0.63
دسانكو,نسبت p/m=16.30*** distance =-88.70,-0.96,21.36,-20.73,6.42,مین حجم ماه=10.48*** مین ارزش ماه =1.40***مین حجم ماه دو=6.73,خرید=1.41*** فروش =1.00
ولبهمن,نسبت p/m=113.97*** distance =-54.91,-1.22,5.65,-21.02,32.10,مین حجم ماه=15.87*** مین ارزش ماه =3.86***مین حجم ماه دو=5.24,خرید=0.42*** فروش =0.40
فنفت,نسبت p/m=-105.71*** distance =-67.61,-1.26,9.20,-22.29,3.67,مین حجم ماه=3.67*** مین ارزش ماه =1.12***مین حجم ماه دو=2.37,خرید=0.91*** فروش =0.79
بزندگي,نسبت p/m=41.98*** distance =-87.71,-2.98,7.64,-8.71,2.81,مین حجم ماه=2.14*** مین ارزش ماه =0.70***مین حجم ماه دو=3.85,خرید=0.36*** فروش =0.61
تكمبا,نسبت p/m=-150.31*** distance =-71.13,2.86,1.67,-18.46,2.48,مین حجم ماه=2.84*** مین ارزش ماه =1.40***مین حجم ماه دو=2.30,خرید=1.06*** فروش =0.99
قنقش,نسبت p/m=31.29*** distance =-85.19,-2.98,98.63,-11.64,27.33,مین حجم ماه=10.03*** مین ارزش ماه =2.04***مین حجم ماه دو=0.07,خرید=0.31*** فروش =0.32
دقاضي,نسبت p/m=-77.08*** distance =-89.65,-1.81,3.80,-36.20,3.76,مین حجم ماه=4.64*** مین ارزش ماه =3.22***مین حجم ماه دو=3.93,خرید=0.92*** فروش =0.93
اردستان,نسبت p/m=229.95*** distance =-90.35,0.87,11.03,-10.09,3.57,مین حجم ماه=3.30*** مین ارزش ماه =7.81***مین حجم ماه دو=2.03,خرید=0.53*** فروش =0.76
لابسا,نسبت p/m=-17.74*** distance =-94.87,2.99,8.66,-18.65,1.67,مین حجم ماه=3.13*** مین ارزش ماه =1.04***مین حجم ماه دو=1.75,خرید=0.75*** فروش =1.49
وحافظ,نسبت p/m=-19.24*** distance =-96.67,3,13.17,-4.69,2.74,مین حجم ماه=1.64*** مین ارزش ماه =0.95***مین حجم ماه دو=2.87,خرید=0.57*** فروش =0.70
كساوه,نسبت p/m=-278.08*** distance =-74.96,-2.95,7.02,-27.92,1.53,مین حجم ماه=1.84*** مین ارزش ماه =1.91***مین حجم ماه دو=1.22,خرید=1.32*** فروش =0.75
وكار,نسبت p/m=89.82*** distance =-69.40,-1.36,6.66,-5.83,10.27,مین حجم ماه=5.62*** مین ارزش ماه =1.63***مین حجم ماه دو=2.18,خرید=0.41*** فروش =0.48
بموتو,نسبت p/m=-4.86*** distance =-97.28,1,1.47,-14.89,3.59,مین حجم ماه=4.09*** مین ارزش ماه =0.71***مین حجم ماه دو=11.94,خرید=1.06*** فروش =1.46
وارس,نسبت p/m=16.98*** distance =-97.84,-1,2.71,-33.61,5.59,مین حجم ماه=4.80*** مین ارزش ماه =3.48***مین حجم ماه دو=4.45,خرید=0.69*** فروش =0.68
مداران,نسبت p/m=-22.39*** distance =-93.49,0.8,21.81,-16.59,4.33,مین حجم ماه=3.02*** مین ارزش ماه =1.00***مین حجم ماه دو=1.18,خرید=0.51*** فروش =0.56
دجابر,نسبت p/m=236.03*** distance =-73.62,1.12,12.29,-14.65,5.13,مین حجم ماه=3.03*** مین ارزش ماه =2.63***مین حجم ماه دو=1.74,خرید=0.78*** فروش =0.82
ثپرديس,نسبت p/m=21.23*** distance =-93.94,2.98,1.62,-28.22,11.26,مین حجم ماه=8.53*** مین ارزش ماه =2.81***مین حجم ماه دو=5.31,خرید=0.67*** فروش =0.66
توريل,نسبت p/m=-65.55*** distance =-81.19,-1.69,2.49,-27.84,4.18,مین حجم ماه=4.82*** مین ارزش ماه =1.57***مین حجم ماه دو=5.93,خرید=0.72*** فروش =0.75
شتوكا,نسبت p/m=994.96*** distance =36.22,2.92,0.26,-17.84,3.20,مین حجم ماه=1.99*** مین ارزش ماه =1.44***مین حجم ماه دو=0.59,خرید=0.52*** فروش =1.24
درهآور,نسبت p/m=113.47*** distance =-87.68,2.96,3.95,-22.19,2.41,مین حجم ماه=2.75*** مین ارزش ماه =2.44***مین حجم ماه دو=2.10,خرید=0.59*** فروش =0.64
سصوفي,نسبت p/m=1113.14*** distance =-91.45,2,0.60,-23.14,2.15,مین حجم ماه=2.46*** مین ارزش ماه =31.03***مین حجم ماه دو=2.64,خرید=1.05*** فروش =1.05
ومشان,نسبت p/m=33.09*** distance =-97.47,2.42,0.50,-44.32,2.90,مین حجم ماه=3.33*** مین ارزش ماه =3.78***مین حجم ماه دو=1.93,خرید=1.14*** فروش =1.25
شاملا,نسبت p/m=-275.12*** distance =-82.46,-0.82,2.40,-22.51,4.41,مین حجم ماه=6.16*** مین ارزش ماه =9.12***مین حجم ماه دو=3.26,خرید=2.13*** فروش =0.92
ولصنم,نسبت p/m=-15.97*** distance =-94.68,-2.39,7.56,-15.43,2.19,مین حجم ماه=2.99*** مین ارزش ماه =0.86***مین حجم ماه دو=2.75,خرید=1.34*** فروش =1.16
فروس,نسبت p/m=-74.93*** distance =-67.53,1.62,10.91,-12.81,2.74,مین حجم ماه=1.98*** مین ارزش ماه =0.45***مین حجم ماه دو=1.63,خرید=0.70*** فروش =0.72
حپترو,نسبت p/m=63.42*** distance =-95.48,2.97,0.85,-23.57,1.52,مین حجم ماه=0.71*** مین ارزش ماه =0.97***مین حجم ماه دو=0.18,خرید=0.45*** فروش =0.45
دبالك,نسبت p/m=-0.66*** distance =-99.80,-1.91,2.99,-18.75,4.34,مین حجم ماه=4.83*** مین ارزش ماه =1.53***مین حجم ماه دو=4.45,خرید=0.86*** فروش =0.96
دفرا,نسبت p/m=4292.66*** distance =14.40,2.82,1.82,-23.56,1.06,مین حجم ماه=0.57*** مین ارزش ماه =2.11***مین حجم ماه دو=0.42,خرید=0.42*** فروش =1.08
زگلدشت,نسبت p/m=52.13*** distance =-90.63,-1.45,12.32,-13.82,3.93,مین حجم ماه=3.25*** مین ارزش ماه =1.74***مین حجم ماه دو=2.29,خرید=0.63*** فروش =0.68
شاروم,نسبت p/m=-5.48*** distance =-99.22,-0.86,11.99,-23.36,2.04,مین حجم ماه=2.44*** مین ارزش ماه =1.60***مین حجم ماه دو=1.57,خرید=0.96*** فروش =0.83
سنير,نسبت p/m=30.59*** distance =-90.66,-2.63,3.09,-18.49,3.34,مین حجم ماه=3.36*** مین ارزش ماه =1.05***مین حجم ماه دو=3.54,خرید=0.89*** فروش =0.94
اعتلا,نسبت p/m=-11.64*** distance =-92.65,1.8,1.94,-16.08,4.39,مین حجم ماه=5.53*** مین ارزش ماه =0.85***مین حجم ماه دو=4.11,خرید=1.01*** فروش =0.97
درازي,نسبت p/m=204.75*** distance =-84.02,-0.91,17.71,-10.32,3.07,مین حجم ماه=2.01*** مین ارزش ماه =2.56***مین حجم ماه دو=0.15,خرید=0.39*** فروش =0.32
ثباغ,نسبت p/m=14.15*** distance =-98.24,-2.2,5.20,-20.24,1.67,مین حجم ماه=1.67*** مین ارزش ماه =1.25***مین حجم ماه دو=0.96,خرید=0.84*** فروش =0.83
وپويا,نسبت p/m=-43.17*** distance =-83.78,-0.86,2.81,-22.25,4.45,مین حجم ماه=6.11*** مین ارزش ماه =1.51***مین حجم ماه دو=2.38,خرید=1.39*** فروش =0.85
گشان,نسبت p/m=-5.28*** distance =-99.67,1.19,7.51,-7.60,3.52,مین حجم ماه=3.19*** مین ارزش ماه =5.09***مین حجم ماه دو=2.59,خرید=0.99*** فروش =0.99
شدوص,نسبت p/m=-64.55*** distance =-86.46,1.11,5.53,-20.59,2.60,مین حجم ماه=3.33*** مین ارزش ماه =1.53***مین حجم ماه دو=3.34,خرید=1.05*** فروش =0.85
غشهد,نسبت p/m=355.73*** distance =-39.56,-0.17,2.75,-13.16,4.41,مین حجم ماه=2.56*** مین ارزش ماه =1.47***مین حجم ماه دو=1.27,خرید=0.44*** فروش =0.57
داوه,نسبت p/m=28.83*** distance =-93.48,-0.74,6.30,-28.65,5.07,مین حجم ماه=4.86*** مین ارزش ماه =1.99***مین حجم ماه دو=2.95,خرید=0.85*** فروش =0.65
ما,نسبت p/m=-14.12*** distance =-93.18,-2.3,34.38,-7.11,4.71,مین حجم ماه=15.44*** مین ارزش ماه =3.15***مین حجم ماه دو=3.43,خرید=3.86*** فروش =2.28
لپارس,نسبت p/m=32.98*** distance =-98.02,2.29,11.53,-28.10,1.85,مین حجم ماه=1.81*** مین ارزش ماه =2.80***مین حجم ماه دو=1.46,خرید=0.92*** فروش =0.89
ناما,نسبت p/m=543.13*** distance =36.50,-2.99,69.20,-16.69,12.52,مین حجم ماه=4.52*** مین ارزش ماه =1.82***مین حجم ماه دو=0.90,خرید=0.33*** فروش =0.37
شصدف,نسبت p/m=24.74*** distance =-97.82,-0.17,10.12,-31.22,3.28,مین حجم ماه=2.82*** مین ارزش ماه =2.94***مین حجم ماه دو=1.48,خرید=0.87*** فروش =0.91
رنيك,نسبت p/m=-680.97*** distance =-58.66,2.94,1.20,-19.10,2.10,مین حجم ماه=1.85*** مین ارزش ماه =2.90***مین حجم ماه دو=1.82,خرید=1.23*** فروش =0.89
وسنا,نسبت p/m=294.99*** distance =-79.91,-2.95,7.18,-25.15,1.97,مین حجم ماه=1.03*** مین ارزش ماه =1.44***مین حجم ماه دو=1.46,خرید=0.56*** فروش =0.54
ددانا,نسبت p/m=108.82*** distance =-90.02,1.96,1.82,-13.50,7.07,مین حجم ماه=4.75*** مین ارزش ماه =5.08***مین حجم ماه دو=0.62,خرید=0.34*** فروش =0.33
تكاردان,نسبت p/m=-84.31*** distance =-59.56,0.95,2.72,-10.99,3.36,مین حجم ماه=3.01*** مین ارزش ماه =0.62***مین حجم ماه دو=1.57,خرید=0.82*** فروش =0.60
كصدف,نسبت p/m=39.08*** distance =-93.07,-0.51,16.69,-30.17,4.07,مین حجم ماه=2.51*** مین ارزش ماه =1.30***مین حجم ماه دو=1.97,خرید=0.63*** فروش =0.59
غپآذر,نسبت p/m=149.56*** distance =-85.99,-0.1,7.18,-18.04,4.88,مین حجم ماه=2.93*** مین ارزش ماه =2.99***مین حجم ماه دو=0.53,خرید=0.56*** فروش =0.51
سهگمت,نسبت p/m=4842.56*** distance =-62.18,-0.7,8.83,-22.33,0.98,مین حجم ماه=0.71*** مین ارزش ماه =8.85***مین حجم ماه دو=0.81,خرید=0.67*** فروش =0.69
ومپنا,نسبت p/m=107.00*** distance =-93.22,-1.9,9.68,-14.62,3.95,مین حجم ماه=6.18*** مین ارزش ماه =9.32***مین حجم ماه دو=3.70,خرید=0.87*** فروش =1.02
فوكا,نسبت p/m=-166.92*** distance =-83.09,2.91,0.10,-18.91,0.81,مین حجم ماه=0.66*** مین ارزش ماه =0.63***مین حجم ماه دو=0.74,خرید=0.83*** فروش =1.00
ولملت,نسبت p/m=-20.22*** distance =-96.04,1.57,6.57,-7.72,0.94,مین حجم ماه=1.30*** مین ارزش ماه =0.66***مین حجم ماه دو=0.83,خرید=1.06*** فروش =1.30
دلر,نسبت p/m=250.49*** distance =-62.52,-1.33,77.12,-20.50,15.14,مین حجم ماه=7.51*** مین ارزش ماه =4.85***مین حجم ماه دو=2.09,خرید=0.41*** فروش =0.44
ددام,نسبت p/m=-16.95*** distance =-96.23,-2.99,7.05,-18.32,2.78,مین حجم ماه=2.63*** مین ارزش ماه =1.13***مین حجم ماه دو=1.36,خرید=0.94*** فروش =0.77
حبندر,نسبت p/m=-73.21*** distance =-93.24,2.98,0.76,-49.81,2.64,مین حجم ماه=3.04*** مین ارزش ماه =2.75***مین حجم ماه دو=0.12,خرید=1.32*** فروش =1.25
بوعلي,نسبت p/m=30.82*** distance =-99.44,-1.34,19.34,-22.86,5.09,مین حجم ماه=3.98*** مین ارزش ماه =20.50***مین حجم ماه دو=3.52,خرید=0.75*** فروش =0.73
پدرخش,نسبت p/m=-106.00*** distance =-72.86,-1.72,1.43,-15.26,3.57,مین حجم ماه=4.80*** مین ارزش ماه =1.81***مین حجم ماه دو=1.57,خرید=1.61*** فروش =1.18
آبين,نسبت p/m=-72.27*** distance =-70.68,-2.79,8.37,-24.76,6.87,مین حجم ماه=4.29*** مین ارزش ماه =0.99***مین حجم ماه دو=3.89,خرید=0.70*** فروش =0.67
وپترو,نسبت p/m=-280.74*** distance =-92.35,0.55,3.89,-34.90,1.65,مین حجم ماه=1.52*** مین ارزش ماه =5.12***مین حجم ماه دو=1.40,خرید=0.76*** فروش =0.88
سيستم,نسبت p/m=1681.40*** distance =-42.93,-0.3,13.83,-13.65,4.32,مین حجم ماه=3.05*** مین ارزش ماه =8.63***مین حجم ماه دو=1.74,خرید=0.79*** فروش =0.74
قشكر,نسبت p/m=15.71*** distance =-94.21,-2.67,17.79,-10.08,3.95,مین حجم ماه=3.42*** مین ارزش ماه =0.90***مین حجم ماه دو=2.47,خرید=0.60*** فروش =0.60
وآفري,نسبت p/m=-167.40*** distance =-45.83,2.97,2.30,-26.08,3.19,مین حجم ماه=3.09*** مین ارزش ماه =0.90***مین حجم ماه دو=1.24,خرید=1.01*** فروش =0.70
شاراك,نسبت p/m=15.60*** distance =-97.87,-1.22,16.69,-8.74,4.29,مین حجم ماه=5.56*** مین ارزش ماه =4.02***مین حجم ماه دو=3.88,خرید=1.21*** فروش =1.22
پلوله,نسبت p/m=-340.38*** distance =-9.96,-1.03,4.86,-12.53,4.04,مین حجم ماه=2.99*** مین ارزش ماه =1.07***مین حجم ماه دو=1.09,خرید=0.69*** فروش =0.53
دهدشت,نسبت p/m=-805.25*** distance =-0.43,-2.07,5.56,-14.76,0.85,مین حجم ماه=0.62*** مین ارزش ماه =0.47***مین حجم ماه دو=0.34,خرید=0.86*** فروش =0.70
افرا,نسبت p/m=49.38*** distance =-89.85,-0.06,3.91,-13.75,2.32,مین حجم ماه=2.84*** مین ارزش ماه =1.33***مین حجم ماه دو=2.18,خرید=1.13*** فروش =1.15
فبيرا,نسبت p/m=25.23*** distance =-76.69,-3,28.48,-8.08,4.11,مین حجم ماه=4.17*** مین ارزش ماه =0.44***مین حجم ماه دو=1.45,خرید=0.85*** فروش =0.92
غشصفا,نسبت p/m=-440.55*** distance =-47.72,1.77,2.39,-27.53,2.49,مین حجم ماه=2.11*** مین ارزش ماه =1.67***مین حجم ماه دو=2.36,خرید=0.81*** فروش =0.66
فن آوا,نسبت p/m=189.18*** distance =24.09,-2.96,4.13,-22.46,1.49,مین حجم ماه=0.76*** مین ارزش ماه =0.11***مین حجم ماه دو=0.32,خرید=0.42*** فروش =0.86
گكيش,نسبت p/m=222.26*** distance =-67.60,0.57,4.81,-25.13,0.98,مین حجم ماه=0.64*** مین ارزش ماه =0.41***مین حجم ماه دو=0.64,خرید=0.60*** فروش =0.94
واعتبار,نسبت p/m=47.63*** distance =-68.69,2.98,23.63,-12.83,2.01,مین حجم ماه=3.50*** مین ارزش ماه =0.52***مین حجم ماه دو=4.26,خرید=1.50*** فروش =2.31
كخاك,نسبت p/m=-317.04*** distance =-84.43,0.15,2.61,-24.09,0.53,مین حجم ماه=0.96*** مین ارزش ماه =1.79***مین حجم ماه دو=1.80,خرید=2.56*** فروش =1.53
وايران,نسبت p/m=67.17*** distance =-93.22,-2.92,23.04,-2.21,4.64,مین حجم ماه=4.29*** مین ارزش ماه =4.27***مین حجم ماه دو=3.61,خرید=0.40*** فروش =0.55
كطبس,نسبت p/m=-121.48*** distance =-79.93,-0.67,4.17,-32.67,6.62,مین حجم ماه=3.93*** مین ارزش ماه =2.26***مین حجم ماه دو=1.50,خرید=0.58*** فروش =0.39
شليا,نسبت p/m=0.00*** distance =-100.00,-2.99,27.08,-4.51,3.09,مین حجم ماه=1.80*** مین ارزش ماه =1.20***مین حجم ماه دو=1.93,خرید=0.51*** فروش =0.54
فلامي,نسبت p/m=-192.67*** distance =-65.45,-1.42,5.73,-8.97,1.37,مین حجم ماه=1.29*** مین ارزش ماه =0.70***مین حجم ماه دو=1.71,خرید=0.92*** فروش =0.88
رتكو,نسبت p/m=0.00*** distance =-100.00,-1.97,26.69,-11.13,1.07,مین حجم ماه=0.86*** مین ارزش ماه =0.87***مین حجم ماه دو=0.46,خرید=0.76*** فروش =0.76
فاما,نسبت p/m=83.07*** distance =-75.32,-2.88,14.96,-16.94,7.02,مین حجم ماه=5.44*** مین ارزش ماه =1.75***مین حجم ماه دو=1.91,خرید=0.56*** فروش =0.50
فافزا,نسبت p/m=-29.82*** distance =-97.20,-2.97,13.32,-14.79,2.33,مین حجم ماه=1.81*** مین ارزش ماه =1.83***مین حجم ماه دو=0.45,خرید=0.70*** فروش =0.71
كساپا,نسبت p/m=31.76*** distance =-89.21,3,5.85,-32.69,6.71,مین حجم ماه=6.05*** مین ارزش ماه =1.61***مین حجم ماه دو=4.17,خرید=0.87*** فروش =0.92
تفارس,نسبت p/m=-5.94*** distance =-95.55,0.36,3.23,-13.13,5.74,مین حجم ماه=6.11*** مین ارزش ماه =0.80***مین حجم ماه دو=8.00,خرید=0.72*** فروش =1.07
خپويش,نسبت p/m=-180.98*** distance =-77.78,-0.71,8.00,-19.35,1.28,مین حجم ماه=1.85*** مین ارزش ماه =1.39***مین حجم ماه دو=1.20,خرید=1.76*** فروش =1.83
كرماشا,نسبت p/m=-262.14*** distance =-88.41,1.58,5.48,-31.97,5.29,مین حجم ماه=7.96*** مین ارزش ماه =16.96***مین حجم ماه دو=2.23,خرید=1.34*** فروش =1.07
وايرا,نسبت p/m=-0.62*** distance =-99.78,2.99,13.95,-29.13,1.31,مین حجم ماه=1.41*** مین ارزش ماه =0.37***مین حجم ماه دو=0.92,خرید=1.06*** فروش =1.11
كازرو,نسبت p/m=142.23*** distance =-79.22,-2.87,40.88,-0.16,2.78,مین حجم ماه=1.61*** مین ارزش ماه =1.13***مین حجم ماه دو=1.54,خرید=0.28*** فروش =0.28
سبزوا,نسبت p/m=-117.25*** distance =-79.04,-0.35,2.39,-27.28,8.80,مین حجم ماه=6.45*** مین ارزش ماه =3.39***مین حجم ماه دو=5.15,خرید=0.59*** فروش =0.64
بالبر,نسبت p/m=225.09*** distance =-91.89,1.9,1.47,-37.37,1.52,مین حجم ماه=1.42*** مین ارزش ماه =3.52***مین حجم ماه دو=1.07,خرید=0.79*** فروش =0.80
پسهند,نسبت p/m=478.44*** distance =-79.24,0.25,25.48,-19.65,1.40,مین حجم ماه=0.88*** مین ارزش ماه =1.93***مین حجم ماه دو=0.59,خرید=0.54*** فروش =0.71
غديس,نسبت p/m=-132.30*** distance =-94.88,0.57,2.22,-19.19,2.06,مین حجم ماه=1.74*** مین ارزش ماه =4.22***مین حجم ماه دو=1.24,خرید=1.10*** فروش =0.98
غشاذر,نسبت p/m=159.61*** distance =-81.89,-0.45,2.31,-22.45,3.50,مین حجم ماه=2.29*** مین ارزش ماه =1.94***مین حجم ماه دو=1.47,خرید=0.75*** فروش =0.71
