نماد,نسبت پول به قیمت,درصد,درصد اختلاف سه ماهه,ریسک,میانگین حجم 7 روزه,میانگین حجم / ارزش ماه,نسبت خرید و فروش
بزندگي,نسبت p/m=82.26*** distance =-75.70,-2.97,4.81,-12.04,3.34,مین حجم ماه=2.06*** مین ارزش ماه =0.67***مین حجم ماه دو=4.02,خرید=0.37*** فروش =0.65
قزوين,نسبت p/m=269.96*** distance =-57.07,2.93,0.00,-27.72,1.44,مین حجم ماه=2.14*** مین ارزش ماه =1.27***مین حجم ماه دو=1.92,خرید=1.35*** فروش =4.28
حشكوه,نسبت p/m=-26.24*** distance =-82.81,2.97,12.42,-19.37,10.45,مین حجم ماه=11.10*** مین ارزش ماه =1.62***مین حجم ماه دو=4.40,خرید=0.65*** فروش =0.61
قشرين,نسبت p/m=6.83*** distance =-97.03,-2.99,34.78,-11.24,22.83,مین حجم ماه=8.42*** مین ارزش ماه =1.87***مین حجم ماه دو=3.07,خرید=0.32*** فروش =0.32
اپال,نسبت p/m=236.07*** distance =-75.68,-2.86,6.64,-8.99,8.43,مین حجم ماه=5.09*** مین ارزش ماه =4.83***مین حجم ماه دو=1.04,خرید=0.50*** فروش =0.42
ددام,نسبت p/m=-36.57*** distance =-91.91,-3,5.98,-19.67,3.50,مین حجم ماه=2.58*** مین ارزش ماه =1.11***مین حجم ماه دو=1.37,خرید=0.76*** فروش =0.84
وبوعلي,نسبت p/m=-84.65*** distance =-52.29,-0.06,2.32,-23.77,6.69,مین حجم ماه=6.60*** مین ارزش ماه =1.10***مین حجم ماه دو=4.32,خرید=1.60*** فروش =0.81
سباقر,نسبت p/m=-202.54*** distance =-97.14,2.04,0.40,-35.27,2.86,مین حجم ماه=2.55*** مین ارزش ماه =16.69***مین حجم ماه دو=2.15,خرید=0.84*** فروش =0.93
دلر,نسبت p/m=273.58*** distance =-58.70,-1.45,77.06,-21.03,15.68,مین حجم ماه=7.45*** مین ارزش ماه =4.81***مین حجم ماه دو=2.10,خرید=0.42*** فروش =0.46
قشكر,نسبت p/m=18.15*** distance =-93.31,-3,17.30,-10.74,5.10,مین حجم ماه=3.40*** مین ارزش ماه =0.90***مین حجم ماه دو=3.08,خرید=0.67*** فروش =0.69
سصفها,نسبت p/m=-107.20*** distance =-95.52,-2.48,21.36,-9.49,5.85,مین حجم ماه=6.80*** مین ارزش ماه =15.72***مین حجم ماه دو=3.91,خرید=1.10*** فروش =1.06
سبزوا,نسبت p/m=-126.42*** distance =-77.18,0.35,2.22,-27.51,9.91,مین حجم ماه=6.55*** مین ارزش ماه =3.43***مین حجم ماه دو=5.17,خرید=0.59*** فروش =0.65
زفجر,نسبت p/m=-173.72*** distance =-90.09,-2.95,8.35,-21.67,5.50,مین حجم ماه=3.32*** مین ارزش ماه =5.48***مین حجم ماه دو=3.84,خرید=0.64*** فروش =0.66
شستان,نسبت p/m=6.48*** distance =-95.23,-2.97,25.92,-14.29,8.38,مین حجم ماه=7.56*** مین ارزش ماه =0.98***مین حجم ماه دو=3.70,خرید=0.76*** فروش =0.82
بخاور,نسبت p/m=-255.93*** distance =-37.89,-0.14,6.24,-9.54,3.12,مین حجم ماه=2.47*** مین ارزش ماه =1.03***مین حجم ماه دو=2.93,خرید=0.87*** فروش =0.73
شكربن,نسبت p/m=-97.69*** distance =-86.65,0.54,16.16,-29.91,10.98,مین حجم ماه=9.96*** مین ارزش ماه =6.66***مین حجم ماه دو=5.77,خرید=1.06*** فروش =0.73
شاراك,نسبت p/m=10.79*** distance =-98.53,-1.61,16.57,-8.89,4.78,مین حجم ماه=6.16*** مین ارزش ماه =4.45***مین حجم ماه دو=3.69,خرید=0.98*** فروش =0.95
حپارسا,نسبت p/m=537.90*** distance =6.80,2.97,5.94,-18.30,3.18,مین حجم ماه=2.47*** مین ارزش ماه =1.23***مین حجم ماه دو=0.84,خرید=0.42*** فروش =0.79
جهرم,نسبت p/m=0.00*** distance =-100.00,-1.16,17.13,-8.78,3.43,مین حجم ماه=2.51*** مین ارزش ماه =0.14***مین حجم ماه دو=1.56,خرید=0.63*** فروش =0.62
وارس,نسبت p/m=-7.39*** distance =-99.06,-0.62,5.23,-34.63,6.87,مین حجم ماه=4.84*** مین ارزش ماه =3.50***مین حجم ماه دو=4.65,خرید=0.71*** فروش =0.93
دفرا,نسبت p/m=5276.78*** distance =42.70,-0.74,0.26,-22.18,0.84,مین حجم ماه=0.49*** مین ارزش ماه =1.79***مین حجم ماه دو=0.42,خرید=0.57*** فروش =8.09
اتكاسا,نسبت p/m=-19.03*** distance =-92.76,2.98,0.45,-10.91,1.18,مین حجم ماه=4.57*** مین ارزش ماه =1.17***مین حجم ماه دو=3.39,خرید=4.66*** فروش =1.41
سنير,نسبت p/m=30.91*** distance =-90.55,-2.95,2.85,-18.78,3.78,مین حجم ماه=3.45*** مین ارزش ماه =1.07***مین حجم ماه دو=3.57,خرید=1.04*** فروش =1.14
وآذر,نسبت p/m=30.38*** distance =-92.21,2.98,14.64,-31.76,4.23,مین حجم ماه=5.55*** مین ارزش ماه =1.94***مین حجم ماه دو=3.23,خرید=1.19*** فروش =1.30
تليسه,نسبت p/m=16.90*** distance =-95.44,-0.46,6.21,-22.48,9.03,مین حجم ماه=7.47*** مین ارزش ماه =2.63***مین حجم ماه دو=4.89,خرید=0.72*** فروش =0.76
كيانا,نسبت p/m=-7.45*** distance =-98.73,-3,4.71,-13.54,2.67,مین حجم ماه=3.12*** مین ارزش ماه =1.78***مین حجم ماه دو=2.86,خرید=1.02*** فروش =1.16
كساپا,نسبت p/m=32.67*** distance =-88.67,2.99,8.67,-31.74,7.00,مین حجم ماه=6.12*** مین ارزش ماه =1.63***مین حجم ماه دو=4.30,خرید=0.80*** فروش =0.82
وامين,نسبت p/m=473.79*** distance =-57.99,2.98,7.82,-19.57,1.32,مین حجم ماه=1.10*** مین ارزش ماه =1.22***مین حجم ماه دو=0.63,خرید=1.01*** فروش =0.71
نطرين,نسبت p/m=-22.85*** distance =-93.97,-2.89,13.36,-22.06,6.70,مین حجم ماه=8.17*** مین ارزش ماه =3.00***مین حجم ماه دو=5.01,خرید=1.12*** فروش =1.02
بكاب,نسبت p/m=27.44*** distance =-95.00,2.86,6.81,-16.87,2.44,مین حجم ماه=1.75*** مین ارزش ماه =0.94***مین حجم ماه دو=2.01,خرید=0.70*** فروش =0.71
كيمياتك,نسبت p/m=453.19*** distance =-46.64,-1.39,14.10,-9.01,7.02,مین حجم ماه=3.98*** مین ارزش ماه =3.33***مین حجم ماه دو=2.77,خرید=0.45*** فروش =0.53
واعتبار,نسبت p/m=42.35*** distance =-72.00,2.95,23.93,-12.39,2.04,مین حجم ماه=3.49*** مین ارزش ماه =0.52***مین حجم ماه دو=4.27,خرید=1.46*** فروش =1.79
داوه,نسبت p/m=11.91*** distance =-97.28,-2.94,5.81,-29.31,6.05,مین حجم ماه=4.85*** مین ارزش ماه =1.98***مین حجم ماه دو=2.97,خرید=0.71*** فروش =0.54
لخزر,نسبت p/m=595.31*** distance =12.75,-2.78,2.90,-16.03,9.93,مین حجم ماه=4.23*** مین ارزش ماه =2.19***مین حجم ماه دو=3.29,خرید=0.37*** فروش =0.54
غبهار,نسبت p/m=-18.47*** distance =-96.02,-3,18.54,-17.73,3.45,مین حجم ماه=3.91*** مین ارزش ماه =1.68***مین حجم ماه دو=2.13,خرید=1.03*** فروش =1.01
ثشرق,نسبت p/m=-0.01*** distance =-100.00,-3,26.51,-0.28,5.07,مین حجم ماه=1.78*** مین ارزش ماه =8.03***مین حجم ماه دو=0.02,خرید=0.28*** فروش =0.28
گنگين,نسبت p/m=-337.53*** distance =-74.02,1.77,50.61,-3.71,2.12,مین حجم ماه=2.12*** مین ارزش ماه =2.90***مین حجم ماه دو=3.31,خرید=1.79*** فروش =0.74
زقيام,نسبت p/m=5.95*** distance =-98.63,-0.18,3.25,-22.53,10.60,مین حجم ماه=8.57*** مین ارزش ماه =3.50***مین حجم ماه دو=7.07,خرید=1.02*** فروش =1.05
وتوس,نسبت p/m=390.78*** distance =-55.55,-1.82,3.94,-18.72,2.05,مین حجم ماه=1.17*** مین ارزش ماه =1.00***مین حجم ماه دو=0.38,خرید=0.54*** فروش =0.63
لابسا,نسبت p/m=-22.91*** distance =-93.32,2.95,9.66,-17.35,1.95,مین حجم ماه=3.04*** مین ارزش ماه =1.00***مین حجم ماه دو=1.80,خرید=0.78*** فروش =1.75
وآتوس,نسبت p/m=45.54*** distance =-76.18,-2.95,19.51,-20.29,5.63,مین حجم ماه=6.58*** مین ارزش ماه =1.15***مین حجم ماه دو=3.64,خرید=0.59*** فروش =1.15
دجابر,نسبت p/m=182.38*** distance =-79.62,-2.86,12.29,-14.65,5.13,مین حجم ماه=3.03*** مین ارزش ماه =2.63***مین حجم ماه دو=1.74,خرید=0.56*** فروش =0.59
بساما,نسبت p/m=-316.89*** distance =-63.67,2.15,1.43,-9.12,1.67,مین حجم ماه=2.03*** مین ارزش ماه =1.75***مین حجم ماه دو=1.55,خرید=1.33*** فروش =1.19
وآفر,نسبت p/m=696.37*** distance =-27.67,1.95,21.13,-7.35,3.01,مین حجم ماه=1.93*** مین ارزش ماه =1.87***مین حجم ماه دو=0.51,خرید=0.41*** فروش =0.45
زنگان,نسبت p/m=22.23*** distance =-94.47,2.99,65.76,-17.88,2.16,مین حجم ماه=1.42*** مین ارزش ماه =0.56***مین حجم ماه دو=0.60,خرید=0.74*** فروش =0.74
تيپيكو,نسبت p/m=1612.93*** distance =-37.87,-1.39,8.86,-23.77,12.09,مین حجم ماه=6.62*** مین ارزش ماه =16.38***مین حجم ماه دو=1.63,خرید=0.50*** فروش =0.61
بزاگرس,نسبت p/m=-155.68*** distance =-68.91,0.93,1.90,-18.37,3.62,مین حجم ماه=2.80*** مین ارزش ماه =1.35***مین حجم ماه دو=2.00,خرید=0.73*** فروش =0.79
سصوفي,نسبت p/m=1434.95*** distance =-88.83,2.99,0.07,-20.28,2.28,مین حجم ماه=2.49*** مین ارزش ماه =31.15***مین حجم ماه دو=2.65,خرید=1.05*** فروش =1.07
گشان,نسبت p/m=-4.82*** distance =-99.70,-0.99,8.60,-6.33,3.35,مین حجم ماه=3.48*** مین ارزش ماه =5.57***مین حجم ماه دو=2.41,خرید=0.97*** فروش =0.96
حپرتو,نسبت p/m=362.16*** distance =-76.41,2.96,13.87,-19.36,6.41,مین حجم ماه=3.15*** مین ارزش ماه =4.74***مین حجم ماه دو=0.11,خرید=0.30*** فروش =0.44
ومشان,نسبت p/m=70.80*** distance =-94.45,2.76,1.09,-41.01,2.74,مین حجم ماه=3.31*** مین ارزش ماه =3.73***مین حجم ماه دو=1.90,خرید=1.29*** فروش =1.45
ولتجار,نسبت p/m=11.40*** distance =-98.74,-2.97,6.34,-5.26,2.74,مین حجم ماه=2.67*** مین ارزش ماه =2.45***مین حجم ماه دو=1.60,خرید=0.79*** فروش =0.71
ولصنم,نسبت p/m=-38.73*** distance =-87.14,-2.99,6.74,-16.44,2.57,مین حجم ماه=3.09*** مین ارزش ماه =0.88***مین حجم ماه دو=2.76,خرید=1.23*** فروش =0.86
ونفت,نسبت p/m=80.17*** distance =-81.50,-2.99,8.20,-32.09,6.81,مین حجم ماه=5.11*** مین ارزش ماه =2.06***مین حجم ماه دو=2.96,خرید=0.67*** فروش =0.63
بيوتيك,نسبت p/m=2018.87*** distance =-32.58,1.61,0.47,-18.15,2.76,مین حجم ماه=1.25*** مین ارزش ماه =3.76***مین حجم ماه دو=0.60,خرید=0.38*** فروش =0.41
دزاگرس,نسبت p/m=-404.09*** distance =-89.06,-1.34,4.42,-35.79,4.09,مین حجم ماه=4.22*** مین ارزش ماه =14.15***مین حجم ماه دو=3.32,خرید=1.04*** فروش =0.98
نبابك,نسبت p/m=153.57*** distance =-86.35,2.94,31.37,-26.81,1.80,مین حجم ماه=2.80*** مین ارزش ماه =2.89***مین حجم ماه دو=1.79,خرید=1.34*** فروش =1.47
پكرمان,نسبت p/m=-144.62*** distance =-81.58,0.25,8.00,-30.81,5.94,مین حجم ماه=8.54*** مین ارزش ماه =6.25***مین حجم ماه دو=7.14,خرید=2.01*** فروش =1.20
كپارس,نسبت p/m=130.04*** distance =-79.32,-2.97,15.04,-25.90,5.88,مین حجم ماه=5.49*** مین ارزش ماه =3.18***مین حجم ماه دو=2.99,خرید=0.83*** فروش =0.93
فافزا,نسبت p/m=12.10*** distance =-98.86,-2.98,11.20,-18.07,2.40,مین حجم ماه=1.76*** مین ارزش ماه =1.78***مین حجم ماه دو=0.45,خرید=0.78*** فروش =0.79
اردستان,نسبت p/m=321.19*** distance =-86.47,-1.57,11.36,-9.68,3.98,مین حجم ماه=3.24*** مین ارزش ماه =7.65***مین حجم ماه دو=2.06,خرید=0.51*** فروش =0.79
بشهاب,نسبت p/m=-116.55*** distance =-78.22,2.49,9.66,-7.80,2.01,مین حجم ماه=1.50*** مین ارزش ماه =0.79***مین حجم ماه دو=2.71,خرید=0.64*** فروش =0.73
ثعمرا,نسبت p/m=465.86*** distance =-47.46,-2.99,18.91,-24.86,3.83,مین حجم ماه=2.49*** مین ارزش ماه =2.08***مین حجم ماه دو=1.33,خرید=0.60*** فروش =0.75
درهآور,نسبت p/m=118.81*** distance =-87.08,-2.48,5.40,-20.34,4.10,مین حجم ماه=2.68*** مین ارزش ماه =2.37***مین حجم ماه دو=2.12,خرید=0.61*** فروش =0.71
كپشير,نسبت p/m=-26.84*** distance =-96.28,0.56,47.92,-29.64,11.38,مین حجم ماه=9.93*** مین ارزش ماه =6.68***مین حجم ماه دو=5.61,خرید=0.70*** فروش =0.61
كطبس,نسبت p/m=-9.53*** distance =-98.43,-1.82,3.53,-33.56,7.13,مین حجم ماه=3.88*** مین ارزش ماه =2.23***مین حجم ماه دو=1.50,خرید=0.55*** فروش =0.40
فمراد,نسبت p/m=343.44*** distance =-69.25,1.72,4.30,-23.69,1.42,مین حجم ماه=1.28*** مین ارزش ماه =1.36***مین حجم ماه دو=1.14,خرید=0.80*** فروش =1.02
فنفت,نسبت p/m=-151.49*** distance =-53.50,-1.31,8.44,-23.31,4.37,مین حجم ماه=3.64*** مین ارزش ماه =1.11***مین حجم ماه دو=2.39,خرید=0.90*** فروش =0.75
وگستر,نسبت p/m=65.67*** distance =-87.09,2.86,24.29,-15.05,3.08,مین حجم ماه=3.86*** مین ارزش ماه =1.92***مین حجم ماه دو=4.53,خرید=0.91*** فروش =0.95
گكوثر,نسبت p/m=-22.79*** distance =-89.72,0.22,1.14,-12.90,6.85,مین حجم ماه=4.85*** مین ارزش ماه =1.05***مین حجم ماه دو=5.08,خرید=0.67*** فروش =0.67
شليا,نسبت p/m=0.00*** distance =-100.00,-2.96,24.94,-7.57,3.00,مین حجم ماه=1.74*** مین ارزش ماه =1.17***مین حجم ماه دو=1.95,خرید=0.53*** فروش =0.56
وحافظ,نسبت p/m=-86.90*** distance =-85.02,0.35,18.42,-2.35,2.69,مین حجم ماه=1.56*** مین ارزش ماه =0.90***مین حجم ماه دو=3.05,خرید=0.58*** فروش =0.63
خفناور,نسبت p/m=0.00*** distance =-100.00,3,24.24,-18.92,1.04,مین حجم ماه=1.18*** مین ارزش ماه =1.84***مین حجم ماه دو=0.17,خرید=1.08*** فروش =1.08
سيتا,نسبت p/m=-217.82*** distance =-86.84,0.06,17.71,-18.72,4.43,مین حجم ماه=5.12*** مین ارزش ماه =8.13***مین حجم ماه دو=5.43,خرید=1.37*** فروش =0.75
دقاضي,نسبت p/m=-79.59*** distance =-89.22,-2.87,2.28,-38.35,4.05,مین حجم ماه=4.66*** مین ارزش ماه =3.21***مین حجم ماه دو=4.07,خرید=0.97*** فروش =0.93
زكوثر,نسبت p/m=-680.69*** distance =-79.56,-0.03,2.84,-40.15,5.37,مین حجم ماه=3.90*** مین ارزش ماه =12.11***مین حجم ماه دو=1.68,خرید=0.76*** فروش =0.53
فن آوا,نسبت p/m=220.39*** distance =47.88,2.98,0.37,-24.06,1.41,مین حجم ماه=0.70*** مین ارزش ماه =0.10***مین حجم ماه دو=0.32,خرید=0.42*** فروش =0.93
چكارن,نسبت p/m=-6.66*** distance =-97.60,-0.47,5.84,-17.71,4.27,مین حجم ماه=3.75*** مین ارزش ماه =0.98***مین حجم ماه دو=4.89,خرید=0.83*** فروش =0.83
بوعلي,نسبت p/m=457.76*** distance =-91.59,-0.19,18.50,-24.15,5.26,مین حجم ماه=3.94*** مین ارزش ماه =20.25***مین حجم ماه دو=3.57,خرید=0.69*** فروش =0.73
ارفع,نسبت p/m=-353.29*** distance =-72.93,-1.42,2.70,-35.92,3.87,مین حجم ماه=4.36*** مین ارزش ماه =5.06***مین حجم ماه دو=2.14,خرید=1.04*** فروش =0.68
غشاذر,نسبت p/m=52.73*** distance =-93.98,-0.11,1.98,-22.87,4.12,مین حجم ماه=2.34*** مین ارزش ماه =1.97***مین حجم ماه دو=1.44,خرید=0.79*** فروش =0.78
آينده,نسبت p/m=0.92*** distance =-99.80,-1.4,22.87,-2.49,8.22,مین حجم ماه=2.77*** مین ارزش ماه =1.26***مین حجم ماه دو=0.20,خرید=0.29*** فروش =0.29
قاسم,نسبت p/m=-212.13*** distance =-50.34,-0.12,2.43,-18.36,7.11,مین حجم ماه=8.14*** مین ارزش ماه =3.34***مین حجم ماه دو=6.22,خرید=1.66*** فروش =0.82
قشير,نسبت p/m=211.82*** distance =-76.84,-2.99,4.95,-24.64,2.09,مین حجم ماه=1.59*** مین ارزش ماه =1.36***مین حجم ماه دو=1.22,خرید=0.73*** فروش =0.86
واحصا,نسبت p/m=-14.18*** distance =-98.54,-2.93,59.02,-20.00,2.75,مین حجم ماه=1.72*** مین ارزش ماه =2.12***مین حجم ماه دو=1.10,خرید=0.37*** فروش =0.37
رپويا,نسبت p/m=237.28*** distance =-92.19,-1.85,23.84,-5.54,2.03,مین حجم ماه=1.90*** مین ارزش ماه =5.78***مین حجم ماه دو=3.52,خرید=0.84*** فروش =0.94
شاروم,نسبت p/m=46.28*** distance =-93.36,-2.94,11.49,-24.07,2.48,مین حجم ماه=2.39*** مین ارزش ماه =1.57***مین حجم ماه دو=1.58,خرید=0.91*** فروش =0.87
افرا,نسبت p/m=46.49*** distance =-90.39,-2.48,3.65,-18.57,2.50,مین حجم ماه=3.02*** مین ارزش ماه =1.40***مین حجم ماه دو=2.08,خرید=1.09*** فروش =1.12
لپارس,نسبت p/m=0.06*** distance =-100.00,-2.94,13.30,-25.53,2.05,مین حجم ماه=1.91*** مین ارزش ماه =2.92***مین حجم ماه دو=1.41,خرید=0.85*** فروش =0.89
سآبيك,نسبت p/m=619.66*** distance =-88.72,-2.95,9.95,-22.37,1.81,مین حجم ماه=2.05*** مین ارزش ماه =10.50***مین حجم ماه دو=1.77,خرید=1.03*** فروش =1.20
فتوسا,نسبت p/m=7.64*** distance =-98.03,-2.31,12.16,-12.50,2.28,مین حجم ماه=3.36*** مین ارزش ماه =1.22***مین حجم ماه دو=1.60,خرید=1.17*** فروش =1.21
سفاسي,نسبت p/m=0.00*** distance =-100.00,2.98,5.22,-31.98,0.45,مین حجم ماه=1.59*** مین ارزش ماه =0.36***مین حجم ماه دو=0.99,خرید=8.50*** فروش =8.50
دفارا,نسبت p/m=-17.40*** distance =-96.50,-0.91,84.16,-17.51,11.03,مین حجم ماه=11.83*** مین ارزش ماه =5.56***مین حجم ماه دو=5.82,خرید=1.14*** فروش =1.06
بميلا,نسبت p/m=590.48*** distance =-24.21,-2.98,35.48,-1.62,14.13,مین حجم ماه=4.78*** مین ارزش ماه =3.63***مین حجم ماه دو=1.96,خرید=0.26*** فروش =0.26
خپويش,نسبت p/m=-103.50*** distance =-87.12,2.32,7.68,-19.77,1.29,مین حجم ماه=2.08*** مین ارزش ماه =1.56***مین حجم ماه دو=1.07,خرید=2.35*** فروش =1.72
غمايه,نسبت p/m=-115.04*** distance =-86.62,0.36,6.33,-17.74,1.97,مین حجم ماه=2.85*** مین ارزش ماه =2.26***مین حجم ماه دو=2.27,خرید=1.21*** فروش =0.91
چفيبر,نسبت p/m=-56.50*** distance =-86.68,0.1,16.87,-1.89,5.53,مین حجم ماه=5.90*** مین ارزش ماه =2.64***مین حجم ماه دو=2.19,خرید=1.05*** فروش =0.92
غشوكو,نسبت p/m=58.82*** distance =-88.00,0.14,2.53,-32.28,2.58,مین حجم ماه=1.81*** مین ارزش ماه =0.83***مین حجم ماه دو=0.79,خرید=0.56*** فروش =0.50
استقلال,نسبت p/m=114.38*** distance =-5.13,1.85,6.53,-13.02,3.16,مین حجم ماه=1.70*** مین ارزش ماه =0.20***مین حجم ماه دو=0.84,خرید=0.48*** فروش =0.63
ناما,نسبت p/m=584.86*** distance =49.01,-2.98,68.78,-18.26,12.52,مین حجم ماه=4.45*** مین ارزش ماه =1.79***مین حجم ماه دو=0.90,خرید=0.33*** فروش =0.37
تكمبا,نسبت p/m=-139.65*** distance =-73.04,-0.76,1.69,-17.12,2.73,مین حجم ماه=2.83*** مین ارزش ماه =1.39***مین حجم ماه دو=2.30,خرید=1.10*** فروش =1.00
سكارون,نسبت p/m=12.92*** distance =-95.25,0.59,30.56,-3.85,3.30,مین حجم ماه=3.82*** مین ارزش ماه =1.04***مین حجم ماه دو=0.99,خرید=1.05*** فروش =0.83
وپترو,نسبت p/m=359.29*** distance =-90.06,1.54,4.61,-33.88,1.88,مین حجم ماه=1.48*** مین ارزش ماه =4.94***مین حجم ماه دو=1.55,خرید=0.65*** فروش =1.05
كتوكا,نسبت p/m=42.19*** distance =-89.86,-0.48,2.70,-38.00,6.28,مین حجم ماه=4.83*** مین ارزش ماه =1.81***مین حجم ماه دو=1.78,خرید=0.64*** فروش =0.78
فاما,نسبت p/m=106.79*** distance =-67.97,-0.79,14.31,-17.84,8.56,مین حجم ماه=5.41*** مین ارزش ماه =1.74***مین حجم ماه دو=1.94,خرید=0.55*** فروش =0.50
سدور,نسبت p/m=122.63*** distance =-91.57,2.97,0.19,-18.12,1.41,مین حجم ماه=1.47*** مین ارزش ماه =2.08***مین حجم ماه دو=1.40,خرید=0.93*** فروش =1.03
ثنور,نسبت p/m=91.59*** distance =-68.59,-0.99,14.12,-1.40,4.62,مین حجم ماه=2.00*** مین ارزش ماه =0.58***مین حجم ماه دو=0.85,خرید=0.37*** فروش =0.37
كصدف,نسبت p/m=38.88*** distance =-92.98,-0.17,16.71,-31.07,3.85,مین حجم ماه=2.52*** مین ارزش ماه =1.30***مین حجم ماه دو=2.04,خرید=0.74*** فروش =0.69
شيراز,نسبت p/m=259.54*** distance =-92.72,-2.88,5.56,-15.99,2.73,مین حجم ماه=3.49*** مین ارزش ماه =11.99***مین حجم ماه دو=3.45,خرید=1.73*** فروش =1.62
فروس,نسبت p/m=-74.88*** distance =-67.26,-1.02,11.55,-12.37,2.73,مین حجم ماه=1.97*** مین ارزش ماه =0.44***مین حجم ماه دو=1.67,خرید=0.66*** فروش =0.69
شپديس,نسبت p/m=3415.49*** distance =-88.12,-2.99,11.98,-13.58,2.14,مین حجم ماه=3.21*** مین ارزش ماه =90.66***مین حجم ماه دو=1.47,خرید=1.38*** فروش =1.64
زشگزا,نسبت p/m=445.66*** distance =-68.06,-2.98,6.62,-13.34,3.17,مین حجم ماه=2.37*** مین ارزش ماه =3.22***مین حجم ماه دو=1.62,خرید=0.60*** فروش =0.63
شدوص,نسبت p/m=-40.58*** distance =-91.53,-0.13,6.03,-19.95,3.91,مین حجم ماه=3.44*** مین ارزش ماه =1.57***مین حجم ماه دو=3.29,خرید=1.08*** فروش =0.87
سدبير,نسبت p/m=-161.65*** distance =-96.27,2.92,0.11,-22.46,2.25,مین حجم ماه=1.86*** مین ارزش ماه =7.78***مین حجم ماه دو=2.04,خرید=0.77*** فروش =0.71
تبرك,نسبت p/m=745.28*** distance =-31.14,-1.22,3.17,-19.81,1.43,مین حجم ماه=0.79*** مین ارزش ماه =0.83***مین حجم ماه دو=0.41,خرید=0.51*** فروش =0.78
كي بي سي,نسبت p/m=37.27*** distance =-86.14,-0.36,8.36,-16.77,3.87,مین حجم ماه=4.39*** مین ارزش ماه =1.12***مین حجم ماه دو=1.19,خرید=0.84*** فروش =0.72
غديس,نسبت p/m=259.61*** distance =-89.94,-1.51,2.22,-19.19,2.06,مین حجم ماه=1.74*** مین ارزش ماه =4.22***مین حجم ماه دو=1.24,خرید=0.74*** فروش =0.74
بهامرز,نسبت p/m=-78.52*** distance =-65.75,-3,11.40,-9.17,4.92,مین حجم ماه=8.13*** مین ارزش ماه =1.88***مین حجم ماه دو=20.77,خرید=1.86*** فروش =1.20
وسنا,نسبت p/m=371.42*** distance =-74.46,-3,4.42,-28.87,1.74,مین حجم ماه=1.01*** مین ارزش ماه =1.39***مین حجم ماه دو=1.44,خرید=0.61*** فروش =0.63
اتكاي,نسبت p/m=-157.31*** distance =-47.55,-0.85,1.99,-20.19,7.49,مین حجم ماه=6.70*** مین ارزش ماه =1.90***مین حجم ماه دو=1.44,خرید=1.46*** فروش =0.69
وپويا,نسبت p/m=-57.19*** distance =-78.28,-0.22,2.52,-22.61,5.79,مین حجم ماه=6.03*** مین ارزش ماه =1.49***مین حجم ماه دو=2.57,خرید=1.49*** فروش =0.84
ثباغ,نسبت p/m=23.11*** distance =-97.11,-2.88,3.43,-22.49,1.85,مین حجم ماه=1.62*** مین ارزش ماه =1.21***مین حجم ماه دو=0.96,خرید=0.77*** فروش =0.81
فگستر,نسبت p/m=-36.22*** distance =-91.62,-1.11,4.68,-16.82,3.22,مین حجم ماه=3.80*** مین ارزش ماه =1.58***مین حجم ماه دو=1.32,خرید=1.02*** فروش =0.70
سكرد,نسبت p/m=129.25*** distance =-86.67,2.95,29.00,-9.21,1.96,مین حجم ماه=2.54*** مین ارزش ماه =2.59***مین حجم ماه دو=1.93,خرید=0.84*** فروش =0.81
غانيزان,نسبت p/m=468.09*** distance =-75.53,-2.94,7.54,-23.80,3.88,مین حجم ماه=2.65*** مین ارزش ماه =4.92***مین حجم ماه دو=1.07,خرید=0.49*** فروش =0.57
تكاردان,نسبت p/m=-85.18*** distance =-58.61,0,3.03,-10.94,3.29,مین حجم ماه=2.93*** مین ارزش ماه =0.60***مین حجم ماه دو=1.87,خرید=0.86*** فروش =0.63
شاملا,نسبت p/m=-276.93*** distance =-82.27,-1.69,2.03,-22.97,4.92,مین حجم ماه=6.13*** مین ارزش ماه =9.05***مین حجم ماه دو=3.27,خرید=1.72*** فروش =1.05
حآسا,نسبت p/m=164.90*** distance =-53.21,2.99,8.63,-12.22,1.44,مین حجم ماه=1.11*** مین ارزش ماه =0.39***مین حجم ماه دو=0.87,خرید=0.70*** فروش =0.99
وبرق,نسبت p/m=809.64*** distance =-70.27,-2.1,20.56,-12.25,2.06,مین حجم ماه=1.34*** مین ارزش ماه =3.60***مین حجم ماه دو=0.18,خرید=0.51*** فروش =0.56
چكاوه,نسبت p/m=35.52*** distance =-94.12,0.95,13.01,-20.49,2.25,مین حجم ماه=2.18*** مین ارزش ماه =1.25***مین حجم ماه دو=1.64,خرید=0.91*** فروش =0.90
لطيف,نسبت p/m=127.19*** distance =-44.88,-0.38,2.54,-18.01,2.49,مین حجم ماه=2.22*** مین ارزش ماه =0.49***مین حجم ماه دو=1.57,خرید=0.87*** فروش =1.33
كيا,نسبت p/m=-302.93*** distance =-62.82,-0.12,0.57,-61.78,5.01,مین حجم ماه=4.46*** مین ارزش ماه =3.21***مین حجم ماه دو=1.78,خرید=0.68*** فروش =0.85
فسبزوار,نسبت p/m=-8.85*** distance =-99.78,0.05,2.28,-22.34,2.48,مین حجم ماه=2.50*** مین ارزش ماه =9.74***مین حجم ماه دو=1.47,خرید=1.01*** فروش =0.98
